userName,score,at,content,polarity_score,sentiment,content_stopwords,content_stemmed,cleaned_tokenized_stemmed,cleaned_sentence
Pengguna Google,3,6/5/2024 8:25,tolong navigasi nya perbaiki lagi setiap deket kenapa hilang saya pusing sebagai ojek kalau main daerah orang sering di tolak tolong perbaiki lagi,-16,NEGATIVE,navigasi nya perbaiki deket hilang pusing ojek kalau main daerah orang sering tolak perbaiki,navigasi nya baik deket hilang pusing ojek kalau main daerah orang sering tolak baik,"['navigasi', 'nya', 'baik', 'deket', 'hilang', 'pusing', 'ojek', 'kalau', 'main', 'daerah', 'orang', 'sering', 'tolak', 'baik']",navigasi nya baik deket hilang pusing ojek kalau main daerah orang sering tolak baik
hilal budiono,2,6/4/2024 18:32,gila nih google maps lokasi awal dengan lokasi google maps tidak akurat sama sekali lokasi awal di rumah liat google maps malah lokasi berada jauh dari rumah gila emang padahal pengaturan sudah aku izin kan semua seperti lokasi akurat danlain lain tetap saja lokasinya berbeda jauh,-21,NEGATIVE,gila nih google maps lokasi awal lokasi google maps akurat sama sekali lokasi awal rumah liat google maps malah lokasi berada jauh rumah gila emang padahal pengaturan aku izin kan semua lokasi akurat danlain tetap lokasinya berbeda jauh,gila nih google maps lokasi awal lokasi google maps akurat sama sekali lokasi awal rumah liat google maps malah lokasi ada jauh rumah gila emang padahal atur aku izin kan semua lokasi akurat danlain tetap lokasi beda jauh,"['gila', 'nih', 'google', 'maps', 'lokasi', 'awal', 'lokasi', 'google', 'maps', 'akurat', 'sama', 'sekali', 'lokasi', 'awal', 'rumah', 'liat', 'google', 'maps', 'malah', 'lokasi', 'ada', 'jauh', 'rumah', 'gila', 'emang', 'padahal', 'atur', 'aku', 'izin', 'kan', 'semua', 'lokasi', 'akurat', 'danlain', 'tetap', 'lokasi', 'beda', 'jauh']",gila nih google maps lokasi awal lokasi google maps akurat sama sekali lokasi awal rumah liat google maps malah lokasi ada jauh rumah gila emang padahal atur aku izin kan semua lokasi akurat danlain tetap lokasi beda jauh
guntoro wp,1,6/4/2024 8:29,keterlaluan kalian sering update bukannya semakin baik malah tambah kacau bagaimana teknisi atau it kalian bekerja pekerjaan saya jadi kacau karena sistem gps pada google map tidak bekerja dengan baik,-10,NEGATIVE,keterlaluan kalian sering update bukannya semakin baik malah tambah kacau bagaimana teknisi it kalian bekerja pekerjaan jadi kacau sistem gps google map bekerja baik,terlalu kalian sering update bukan makin baik malah tambah kacau bagaimana teknisi it kalian kerja kerja jadi kacau sistem gps google map kerja baik,"['terlalu', 'kalian', 'sering', 'update', 'bukan', 'makin', 'baik', 'malah', 'tambah', 'kacau', 'bagaimana', 'teknisi', 'it', 'kalian', 'kerja', 'kerja', 'jadi', 'kacau', 'sistem', 'gps', 'google', 'map', 'kerja', 'baik']",terlalu kalian sering update bukan makin baik malah tambah kacau bagaimana teknisi it kalian kerja kerja jadi kacau sistem gps google map kerja baik
Andrew rudi,3,6/4/2024 8:28,sayang sekali update terakhir map tidak berfungsi dgn baik saat dipakai menuju ke beberapa tempat sekaligus atau really destination ikon lanjutkan muncul setelah kita sampai di tujuan tetapi tidak berfungsi saat mau ke tujuan selanjutnya jadi hari mengetik tujuan lagi,-19,NEGATIVE,sayang sekali update terakhir map berfungsi dgn baik dipakai menuju beberapa tempat sekaligus really destination ikon lanjutkan muncul tujuan berfungsi mau tujuan selanjutnya jadi hari mengetik tujuan,sayang sekali update akhir map fungsi dgn baik pakai tuju beberapa tempat sekaligus really destination ikon lanjut muncul tuju fungsi mau tuju lanjut jadi hari etik tuju,"['sayang', 'sekali', 'update', 'akhir', 'map', 'fungsi', 'dgn', 'baik', 'pakai', 'tuju', 'beberapa', 'tempat', 'sekaligus', 'really', 'destination', 'ikon', 'lanjut', 'muncul', 'tuju', 'fungsi', 'mau', 'tuju', 'lanjut', 'jadi', 'hari', 'etik', 'tuju']",sayang sekali update akhir map fungsi dgn baik pakai tuju beberapa tempat sekaligus really destination ikon lanjut muncul tuju fungsi mau tuju lanjut jadi hari etik tuju
Panjul Fajar,2,6/4/2024 5:12,maps nya kurang bagus lambat ketika dalam perjalanan sering putus ketika berhenti lampu merah berhenti sejenak maps tidak berfungsi seperti tidak adajaringan disuruh manual lagi,-10,NEGATIVE,maps nya kurang bagus lambat perjalanan sering putus berhenti lampu merah berhenti sejenak maps berfungsi adajaringan disuruh manual,maps nya kurang bagus lambat jalan sering putus henti lampu merah henti jenak maps fungsi adajaringan suruh manual,"['maps', 'nya', 'kurang', 'bagus', 'lambat', 'jalan', 'sering', 'putus', 'henti', 'lampu', 'merah', 'henti', 'jenak', 'maps', 'fungsi', 'adajaringan', 'suruh', 'manual']",maps nya kurang bagus lambat jalan sering putus henti lampu merah henti jenak maps fungsi adajaringan suruh manual
ê¹€ìˆ˜ë¹ˆ,1,6/3/2024 8:42,masa di suruh keluar tol terus masuk tol lagi tolong diperbaiki lagi sistemnya sudah minggu begini melulu aku instal ulang malah sama saja malah masuk ke jalan jauh lebih macet,-21,NEGATIVE,masa suruh keluar tol terus masuk tol diperbaiki sistemnya minggu begini melulu aku instal ulang malah sama malah masuk jalan jauh lebih macet,masa suruh keluar tol terus masuk tol baik sistem minggu begini melulu aku instal ulang malah sama malah masuk jalan jauh lebih macet,"['masa', 'suruh', 'keluar', 'tol', 'terus', 'masuk', 'tol', 'baik', 'sistem', 'minggu', 'begini', 'melulu', 'aku', 'instal', 'ulang', 'malah', 'sama', 'malah', 'masuk', 'jalan', 'jauh', 'lebih', 'macet']",masa suruh keluar tol terus masuk tol baik sistem minggu begini melulu aku instal ulang malah sama malah masuk jalan jauh lebih macet
Jakarta Bogor,5,6/2/2024 19:46,saya menambahkan jalan di google maps tetapi masih ditinjau terus tolong min di buatkan secepatnya untukmempermudah orang yang membutuhkan jalan yang saya tambahkan terimakasih,-8,NEGATIVE,menambahkan jalan google maps ditinjau terus min buatkan secepatnya untukmempermudah orang membutuhkan jalan tambahkan terimakasih,tambah jalan google maps tinjau terus min buat cepat untukmempermudah orang butuh jalan tambah terimakasih,"['tambah', 'jalan', 'google', 'maps', 'tinjau', 'terus', 'min', 'buat', 'cepat', 'untukmempermudah', 'orang', 'butuh', 'jalan', 'tambah', 'terimakasih']",tambah jalan google maps tinjau terus min buat cepat untukmempermudah orang butuh jalan tambah terimakasih
intan kusumawardhani,4,6/1/2024 21:51,kadang keliru adajalan lebih enak lebih luas lebih deket malah diputerin tidak jelas pernah mau ke suatu cafe di trawas pasang maps lah mengapa dituntun muterin gunung jalanan naik turun sepi lewat suatu desa yang jalannya sempit keluar desa ketemu jalan besar yang lebih simpel rutenya yang biasa kita lewati walahhabis bensin,-20,NEGATIVE,kadang keliru adajalan lebih enak lebih luas lebih deket malah diputerin jelas pernah mau suatu cafe trawas pasang maps lah dituntun muterin gunung jalanan naik turun sepi lewat suatu desa jalannya sempit keluar desa ketemu jalan besar lebih simpel rutenya biasa lewati walahhabis bensin,kadang keliru adajalan lebih enak lebih luas lebih deket malah diputerin jelas pernah mau suatu cafe trawas pasang maps lah tuntun muterin gunung jalan naik turun sepi lewat suatu desa jalan sempit keluar desa ketemu jalan besar lebih simpel rute biasa lewat walahhabis bensin,"['kadang', 'keliru', 'adajalan', 'lebih', 'enak', 'lebih', 'luas', 'lebih', 'deket', 'malah', 'diputerin', 'jelas', 'pernah', 'mau', 'suatu', 'cafe', 'trawas', 'pasang', 'maps', 'lah', 'tuntun', 'muterin', 'gunung', 'jalan', 'naik', 'turun', 'sepi', 'lewat', 'suatu', 'desa', 'jalan', 'sempit', 'keluar', 'desa', 'ketemu', 'jalan', 'besar', 'lebih', 'simpel', 'rute', 'biasa', 'lewat', 'walahhabis', 'bensin']",kadang keliru adajalan lebih enak lebih luas lebih deket malah diputerin jelas pernah mau suatu cafe trawas pasang maps lah tuntun muterin gunung jalan naik turun sepi lewat suatu desa jalan sempit keluar desa ketemu jalan besar lebih simpel rute biasa lewat walahhabis bensin
Ricofriandes Rico,4,6/1/2024 21:13,sering kali setiap digunakan maps nya berputar putar jadi banyak salah arah jalur dijalan jadinya ke tujuan yang dituju,-14,NEGATIVE,sering kali digunakan maps nya berputar putar jadi banyak salah arah jalur dijalan jadinya tujuan dituju,sering kali guna maps nya putar putar jadi banyak salah arah jalur jalan jadi tuju tuju,"['sering', 'kali', 'guna', 'maps', 'nya', 'putar', 'putar', 'jadi', 'banyak', 'salah', 'arah', 'jalur', 'jalan', 'jadi', 'tuju', 'tuju']",sering kali guna maps nya putar putar jadi banyak salah arah jalur jalan jadi tuju tuju
Deja Vu,1,6/1/2024 18:00,aplikasi yang bikin frustasi walau cukup manfaat sampai adaaplikasi sejenis yang lebih baik tidak menghargai sama sekali para kontributor local guidenya update sesuai kondisi riil pada ditolak terlalu mengandalkan ai yang terbukti tolol di jaman semakin pintar anda sendirian yang semakin bodoh,-31,NEGATIVE,aplikasi bikin frustasi cukup manfaat adaaplikasi sejenis lebih baik menghargai sama sekali kontributor local guidenya update sesuai kondisi riil ditolak terlalu mengandalkan ai terbukti tolol jaman semakin pintar sendirian semakin bodoh,aplikasi bikin frustasi cukup manfaat adaaplikasi jenis lebih baik harga sama sekali kontributor local guidenya update sesuai kondisi riil tolak terlalu andal ai bukti tolol jaman makin pintar sendiri makin bodoh,"['aplikasi', 'bikin', 'frustasi', 'cukup', 'manfaat', 'adaaplikasi', 'jenis', 'lebih', 'baik', 'harga', 'sama', 'sekali', 'kontributor', 'local', 'guidenya', 'update', 'sesuai', 'kondisi', 'riil', 'tolak', 'terlalu', 'andal', 'ai', 'bukti', 'tolol', 'jaman', 'makin', 'pintar', 'sendiri', 'makin', 'bodoh']",aplikasi bikin frustasi cukup manfaat adaaplikasi jenis lebih baik harga sama sekali kontributor local guidenya update sesuai kondisi riil tolak terlalu andal ai bukti tolol jaman makin pintar sendiri makin bodoh
Partogi Ritonga,3,6/1/2024 17:00,halo maps kalau bisa di perbaiki lagi mapsnya soalnya saya jalan masih jauh mengapa di suruh belok tolong di perbaiki secara efisien danefektif agar pengguna maps tidak jadi nyasar danbingung tolong kerjasama nya,-13,NEGATIVE,halo maps kalau perbaiki mapsnya soalnya jalan jauh suruh belok perbaiki efisien danefektif pengguna maps jadi nyasar danbingung kerjasama nya,halo maps kalau baik mapsnya soal jalan jauh suruh belok baik efisien danefektif guna maps jadi nyasar danbingung kerjasama nya,"['halo', 'maps', 'kalau', 'baik', 'mapsnya', 'soal', 'jalan', 'jauh', 'suruh', 'belok', 'baik', 'efisien', 'danefektif', 'guna', 'maps', 'jadi', 'nyasar', 'danbingung', 'kerjasama', 'nya']",halo maps kalau baik mapsnya soal jalan jauh suruh belok baik efisien danefektif guna maps jadi nyasar danbingung kerjasama nya
chairulanwar arul,5,6/1/2024 15:13,di update mengapa bukannya semakin bagus malah parah kenapa maps nya enggak bisa jalan jadi kacau tolong diperbaiki kalau sudah di update masih belum bisa lagi panah maps nya saya enggak mau update lagi,-9,NEGATIVE,update bukannya semakin bagus malah parah maps nya enggak jalan jadi kacau diperbaiki kalau update panah maps nya enggak mau update,update bukan makin bagus malah parah maps nya enggak jalan jadi kacau baik kalau update panah maps nya enggak mau update,"['update', 'bukan', 'makin', 'bagus', 'malah', 'parah', 'maps', 'nya', 'enggak', 'jalan', 'jadi', 'kacau', 'baik', 'kalau', 'update', 'panah', 'maps', 'nya', 'enggak', 'mau', 'update']",update bukan makin bagus malah parah maps nya enggak jalan jadi kacau baik kalau update panah maps nya enggak mau update
diiajeng kusuma,4,6/1/2024 13:35,saya berbagi lokasi di google maps dgn suami via email tetapi kenapa kadang real time lokasi tidak bergerak baterai juga tetap dantertulis  jam yang lalu artinya apa ya dansaya tidak dapat melihat posisi suami saya sekarang dimana,-7,NEGATIVE,berbagi lokasi google maps dgn suami via email kadang real time lokasi bergerak baterai tetap dantertulis jam lalu artinya apa dansaya melihat posisi suami sekarang,bagi lokasi google maps dgn suami via email kadang real time lokasi gerak baterai tetap dantertulis jam lalu arti apa dansaya lihat posisi suami sekarang,"['bagi', 'lokasi', 'google', 'maps', 'dgn', 'suami', 'via', 'email', 'kadang', 'real', 'time', 'lokasi', 'gerak', 'baterai', 'tetap', 'dantertulis', 'jam', 'lalu', 'arti', 'apa', 'dansaya', 'lihat', 'posisi', 'suami', 'sekarang']",bagi lokasi google maps dgn suami via email kadang real time lokasi gerak baterai tetap dantertulis jam lalu arti apa dansaya lihat posisi suami sekarang
Sewa Bean Bag Bali,5,6/1/2024 7:55,saya sangat terbantu dengan fitur jelajah di google maps fitur ini memudahkan saya menemukan tempat tempat baru danmenarik saya senang memberikan ulasan kepada orang orang atau tempat yang saya rekomendasikan dangoogle maps membuatnya sangat mudah danmenyenangkan selain itu bisnis saya juga mengalami pertumbuhan yang signifikan berkat integrasi dengan google bisnis mengelola profil bisnis langsung di google maps telah memperlancar operasional kami danmeningkatkan visibilitas bisnis,-10,NEGATIVE,sangat terbantu fitur jelajah google maps fitur memudahkan menemukan tempat tempat baru danmenarik senang memberikan ulasan orang orang tempat rekomendasikan dangoogle maps membuatnya sangat mudah danmenyenangkan bisnis mengalami pertumbuhan signifikan berkat integrasi google bisnis mengelola profil bisnis langsung google maps memperlancar operasional danmeningkatkan visibilitas bisnis,sangat bantu fitur jelajah google maps fitur mudah temu tempat tempat baru danmenarik senang beri ulas orang orang tempat rekomendasi dangoogle maps buat sangat mudah danmenyenangkan bisnis alami tumbuh signifikan berkat integrasi google bisnis kelola profil bisnis langsung google maps lancar operasional danmeningkatkan visibilitas bisnis,"['sangat', 'bantu', 'fitur', 'jelajah', 'google', 'maps', 'fitur', 'mudah', 'temu', 'tempat', 'tempat', 'baru', 'danmenarik', 'senang', 'beri', 'ulas', 'orang', 'orang', 'tempat', 'rekomendasi', 'dangoogle', 'maps', 'buat', 'sangat', 'mudah', 'danmenyenangkan', 'bisnis', 'alami', 'tumbuh', 'signifikan', 'berkat', 'integrasi', 'google', 'bisnis', 'kelola', 'profil', 'bisnis', 'langsung', 'google', 'maps', 'lancar', 'operasional', 'danmeningkatkan', 'visibilitas', 'bisnis']",sangat bantu fitur jelajah google maps fitur mudah temu tempat tempat baru danmenarik senang beri ulas orang orang tempat rekomendasi dangoogle maps buat sangat mudah danmenyenangkan bisnis alami tumbuh signifikan berkat integrasi google bisnis kelola profil bisnis langsung google maps lancar operasional danmeningkatkan visibilitas bisnis
Emanuel Depthios,4,6/1/2024 7:43,koordinatnya tidak bisa disalin setelah update dansetelah klik koordinatnya maka diganti dengan nama jalan ini sangat merepotkan yang ingin menggunakan koordinat,-12,NEGATIVE,koordinatnya disalin update dansetelah klik koordinatnya diganti nama jalan sangat merepotkan menggunakan koordinat,koordinat salin update dansetelah klik koordinat ganti nama jalan sangat repot guna koordinat,"['koordinat', 'salin', 'update', 'dansetelah', 'klik', 'koordinat', 'ganti', 'nama', 'jalan', 'sangat', 'repot', 'guna', 'koordinat']",koordinat salin update dansetelah klik koordinat ganti nama jalan sangat repot guna koordinat
Erica Aprilia,2,6/1/2024 2:54,dulu lancar untuklihat hasil cek history linimasa akun orang lain di beda perangkat namun sekarang entah eror atau gimana sekarang sudah tidak bisa liat history nya apalagi sekarang di linimasa maps adatulisan perangkat di akun ini tidak bisa di ceklis untuksalah satu perangkat saja agar riwayatnya tidak double padahal kita adariwayat berjalan namun tidak tercatat di linimasa,-34,NEGATIVE,dulu lancar untuklihat hasil cek history linimasa akun orang beda perangkat sekarang entah eror gimana sekarang liat history nya sekarang linimasa maps adatulisan perangkat akun ceklis untuksalah satu perangkat riwayatnya double padahal adariwayat berjalan tercatat linimasa,dulu lancar untuklihat hasil cek history linimasa akun orang beda perangkat sekarang entah eror gimana sekarang liat history nya sekarang linimasa maps adatulisan perangkat akun ceklis untuksalah satu perangkat riwayat double padahal adariwayat jalan catat linimasa,"['dulu', 'lancar', 'untuklihat', 'hasil', 'cek', 'history', 'linimasa', 'akun', 'orang', 'beda', 'perangkat', 'sekarang', 'entah', 'eror', 'gimana', 'sekarang', 'liat', 'history', 'nya', 'sekarang', 'linimasa', 'maps', 'adatulisan', 'perangkat', 'akun', 'ceklis', 'untuksalah', 'satu', 'perangkat', 'riwayat', 'double', 'padahal', 'adariwayat', 'jalan', 'catat', 'linimasa']",dulu lancar untuklihat hasil cek history linimasa akun orang beda perangkat sekarang entah eror gimana sekarang liat history nya sekarang linimasa maps adatulisan perangkat akun ceklis untuksalah satu perangkat riwayat double padahal adariwayat jalan catat linimasa
067_Diana Leko,5,5/31/2024 16:37,petunjuk arah jelas dantidak membingukan alamat yang tersedia lengkap dantitik alamat sesuai ditambah fitur suara yang tersedia sangat membantu,-6,NEGATIVE,petunjuk arah jelas dantidak membingukan alamat tersedia lengkap dantitik alamat sesuai ditambah fitur suara tersedia sangat membantu,tunjuk arah jelas dantidak membingukan alamat sedia lengkap dantitik alamat sesuai tambah fitur suara sedia sangat bantu,"['tunjuk', 'arah', 'jelas', 'dantidak', 'membingukan', 'alamat', 'sedia', 'lengkap', 'dantitik', 'alamat', 'sesuai', 'tambah', 'fitur', 'suara', 'sedia', 'sangat', 'bantu']",tunjuk arah jelas dantidak membingukan alamat sedia lengkap dantitik alamat sesuai tambah fitur suara sedia sangat bantu
Yuda Duran,5,5/31/2024 11:05,google maps adalah sebuah aplikasi yang sangat bermanfaat daninovatif dalam membantu pengguna untukmenavigasi secara efisien di berbagai lokasi di seluruh dunia aplikasi ini menawarkan fitur fitur canggih seperti arah navigasi yang akurat informasi lalu lintas real time peta satelit yang jelas serta estimasi waktu tempuh yang akurat selain itu google maps juga memungkinkan pengguna untukmenemukan tempat tempat menarik restoran toko danlayanan lainnya di sekitar mereka dengan antar,-23,NEGATIVE,google maps sebuah aplikasi sangat bermanfaat daninovatif membantu pengguna untukmenavigasi efisien berbagai lokasi seluruh dunia aplikasi menawarkan fitur fitur canggih arah navigasi akurat informasi lalu lintas real time peta satelit jelas estimasi waktu tempuh akurat google maps memungkinkan pengguna untukmenemukan tempat tempat menarik restoran toko danlayanan lainnya antar,google maps buah aplikasi sangat manfaat daninovatif bantu guna untukmenavigasi efisien bagai lokasi seluruh dunia aplikasi tawar fitur fitur canggih arah navigasi akurat informasi lalu lintas real time peta satelit jelas estimasi waktu tempuh akurat google maps mungkin guna untukmenemukan tempat tempat tarik restoran toko danlayanan lain antar,"['google', 'maps', 'buah', 'aplikasi', 'sangat', 'manfaat', 'daninovatif', 'bantu', 'guna', 'untukmenavigasi', 'efisien', 'bagai', 'lokasi', 'seluruh', 'dunia', 'aplikasi', 'tawar', 'fitur', 'fitur', 'canggih', 'arah', 'navigasi', 'akurat', 'informasi', 'lalu', 'lintas', 'real', 'time', 'peta', 'satelit', 'jelas', 'estimasi', 'waktu', 'tempuh', 'akurat', 'google', 'maps', 'mungkin', 'guna', 'untukmenemukan', 'tempat', 'tempat', 'tarik', 'restoran', 'toko', 'danlayanan', 'lain', 'antar']",google maps buah aplikasi sangat manfaat daninovatif bantu guna untukmenavigasi efisien bagai lokasi seluruh dunia aplikasi tawar fitur fitur canggih arah navigasi akurat informasi lalu lintas real time peta satelit jelas estimasi waktu tempuh akurat google maps mungkin guna untukmenemukan tempat tempat tarik restoran toko danlayanan lain antar
M.Bayu Agung,3,5/31/2024 11:02,saya sebagai driver gojek online sangat membutuhkan petunjuk arah tetapi sekarang kurang akurat saya selalu di beri jalan kecil yang tidak bisa di lalu kendaran bermotor terlalu memaksakan danperlu di ralat kaji ulang lagi jalan jalan yang tidak bisa di lalui kendarana atau jalan buntu,-42,NEGATIVE,driver gojek online sangat membutuhkan petunjuk arah sekarang kurang akurat selalu beri jalan kecil lalu kendaran bermotor terlalu memaksakan danperlu ralat kaji ulang jalan jalan lalui kendarana jalan buntu,driver gojek online sangat butuh tunjuk arah sekarang kurang akurat selalu beri jalan kecil lalu kendaran motor terlalu paksa danperlu ralat kaji ulang jalan jalan lalu kendarana jalan buntu,"['driver', 'gojek', 'online', 'sangat', 'butuh', 'tunjuk', 'arah', 'sekarang', 'kurang', 'akurat', 'selalu', 'beri', 'jalan', 'kecil', 'lalu', 'kendaran', 'motor', 'terlalu', 'paksa', 'danperlu', 'ralat', 'kaji', 'ulang', 'jalan', 'jalan', 'lalu', 'kendarana', 'jalan', 'buntu']",driver gojek online sangat butuh tunjuk arah sekarang kurang akurat selalu beri jalan kecil lalu kendaran motor terlalu paksa danperlu ralat kaji ulang jalan jalan lalu kendarana jalan buntu
Yoga Y,5,5/31/2024 1:26,pengalaman selama saya menggunakan gmaps ini masih belum adakeluhan apa apa meskipun terkadang saya masih belum mengerti saat diberi arahan oleh gmaps tapi secara keseluruhan untukgmaps aplikasi yang bagus untukmenunjukan arah lokasi yang kita mau terimakasih,-16,NEGATIVE,pengalaman selama menggunakan gmaps adakeluhan apa apa meskipun terkadang mengerti diberi arahan gmaps keseluruhan untukgmaps aplikasi bagus untukmenunjukan arah lokasi mau terimakasih,alam lama guna gmaps adakeluhan apa apa meski terkadang erti beri arah gmaps seluruh untukgmaps aplikasi bagus untukmenunjukan arah lokasi mau terimakasih,"['alam', 'lama', 'guna', 'gmaps', 'adakeluhan', 'apa', 'apa', 'meski', 'terkadang', 'erti', 'beri', 'arah', 'gmaps', 'seluruh', 'untukgmaps', 'aplikasi', 'bagus', 'untukmenunjukan', 'arah', 'lokasi', 'mau', 'terimakasih']",alam lama guna gmaps adakeluhan apa apa meski terkadang erti beri arah gmaps seluruh untukgmaps aplikasi bagus untukmenunjukan arah lokasi mau terimakasih
Muhammad Ersofyana,1,5/30/2024 12:13,assalamualaikum aplikasi setan bodoh jarak tempuhnya dekat di bikin jauh macet macet sedikit itu wajar masa jarak tinggal beberapa puluh meter dibuat putar putar dantambah menjauh dari titik tujuan mohon kenerjanya diperbaharui wassalam,-28,NEGATIVE,assalamualaikum aplikasi setan bodoh jarak tempuhnya dekat bikin jauh macet macet sedikit wajar masa jarak tinggal beberapa puluh meter dibuat putar putar dantambah menjauh titik tujuan mohon kenerjanya diperbaharui wassalam,assalamualaikum aplikasi setan bodoh jarak tempuh dekat bikin jauh macet macet sedikit wajar masa jarak tinggal beberapa puluh meter buat putar putar dantambah jauh titik tuju mohon kenerjanya baharu wassalam,"['assalamualaikum', 'aplikasi', 'setan', 'bodoh', 'jarak', 'tempuh', 'dekat', 'bikin', 'jauh', 'macet', 'macet', 'sedikit', 'wajar', 'masa', 'jarak', 'tinggal', 'beberapa', 'puluh', 'meter', 'buat', 'putar', 'putar', 'dantambah', 'jauh', 'titik', 'tuju', 'mohon', 'kenerjanya', 'baharu', 'wassalam']",assalamualaikum aplikasi setan bodoh jarak tempuh dekat bikin jauh macet macet sedikit wajar masa jarak tinggal beberapa puluh meter buat putar putar dantambah jauh titik tuju mohon kenerjanya baharu wassalam
Rocky Bor,2,5/30/2024 10:21,saya ojol saya pengguna google maps untukpekerjaan saya saya berterimakasih sekali karena google maps sangat membantu dalam pekerjaan saya namun beberapa waktu ini navigasinya sangat kacau saya di arahkan ke gang gang sempit yang padahal masih adajalan lain yang tidak perlu masuk gang tolong di perbaiki seperti sebelumnya kami ojol jadi harus berpikir dulu apakah jalan ini bisa di lalui atau tidak,-64,NEGATIVE,ojol pengguna google maps untukpekerjaan berterimakasih sekali google maps sangat membantu pekerjaan beberapa waktu navigasinya sangat kacau arahkan gang gang sempit padahal adajalan perlu masuk gang perbaiki sebelumnya ojol jadi berpikir dulu jalan lalui,ojol guna google maps untukpekerjaan berterimakasih sekali google maps sangat bantu kerja beberapa waktu navigasi sangat kacau arah gang gang sempit padahal adajalan perlu masuk gang baik belum ojol jadi pikir dulu jalan lalu,"['ojol', 'guna', 'google', 'maps', 'untukpekerjaan', 'berterimakasih', 'sekali', 'google', 'maps', 'sangat', 'bantu', 'kerja', 'beberapa', 'waktu', 'navigasi', 'sangat', 'kacau', 'arah', 'gang', 'gang', 'sempit', 'padahal', 'adajalan', 'perlu', 'masuk', 'gang', 'baik', 'belum', 'ojol', 'jadi', 'pikir', 'dulu', 'jalan', 'lalu']",ojol guna google maps untukpekerjaan berterimakasih sekali google maps sangat bantu kerja beberapa waktu navigasi sangat kacau arah gang gang sempit padahal adajalan perlu masuk gang baik belum ojol jadi pikir dulu jalan lalu
Khoiriyah Hoiriyah,1,5/29/2024 19:20,di maps nya di hp ku lokasinya sering gak nyambung lokasinya padahal sinyal sudah bagus tapi tetap saja sering error,4,POSITIVE,maps nya hp ku lokasinya sering gak nyambung lokasinya padahal sinyal bagus tetap sering error,maps nya hp ku lokasi sering gak nyambung lokasi padahal sinyal bagus tetap sering error,"['maps', 'nya', 'hp', 'ku', 'lokasi', 'sering', 'gak', 'nyambung', 'lokasi', 'padahal', 'sinyal', 'bagus', 'tetap', 'sering', 'error']",maps nya hp ku lokasi sering gak nyambung lokasi padahal sinyal bagus tetap sering error
Irfan Ahmad,1,5/29/2024 17:14,ketika saya membuka aplikasi selalu black screen sehingga saya harus ke playstore dahulu hanya untukmembuka maps tolong perbaiki bug ini,-13,NEGATIVE,membuka aplikasi selalu black screen playstore untukmembuka maps perbaiki bug,buka aplikasi selalu black screen playstore untukmembuka maps baik bug,"['buka', 'aplikasi', 'selalu', 'black', 'screen', 'playstore', 'untukmembuka', 'maps', 'baik', 'bug']",buka aplikasi selalu black screen playstore untukmembuka maps baik bug
Rafika Firdani Auliya,1,5/29/2024 16:14,untuk linimasa jadi tidak bisa memilih perangkat mana yang mau di aktifkan linimasanya terus kalau  email di pakai di  hp jadinya linimasa di  hp itu terbaca semua jadi ribet banget perjalanannya karena  hp ya beda orang semua danhasil linimasa tidak bisa di cek di komputer jadi semakin buruk kualitas linimasanya,-28,NEGATIVE,linimasa jadi memilih perangkat mana mau aktifkan linimasanya terus kalau email pakai hp jadinya linimasa hp terbaca semua jadi ribet banget perjalanannya hp beda orang semua danhasil linimasa cek komputer jadi semakin buruk kualitas linimasanya,linimasa jadi pilih perangkat mana mau aktif linimasanya terus kalau email pakai hp jadi linimasa hp baca semua jadi ribet banget jalan hp beda orang semua danhasil linimasa cek komputer jadi makin buruk kualitas linimasanya,"['linimasa', 'jadi', 'pilih', 'perangkat', 'mana', 'mau', 'aktif', 'linimasanya', 'terus', 'kalau', 'email', 'pakai', 'hp', 'jadi', 'linimasa', 'hp', 'baca', 'semua', 'jadi', 'ribet', 'banget', 'jalan', 'hp', 'beda', 'orang', 'semua', 'danhasil', 'linimasa', 'cek', 'komputer', 'jadi', 'makin', 'buruk', 'kualitas', 'linimasanya']",linimasa jadi pilih perangkat mana mau aktif linimasanya terus kalau email pakai hp jadi linimasa hp baca semua jadi ribet banget jalan hp beda orang semua danhasil linimasa cek komputer jadi makin buruk kualitas linimasanya
