userName,score,at,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Anton Mulyadi (Anton_Vianny),1,6/7/2024 22:38,walaupun lokasi sudah diberi catatan saat menyimpannya namun sangat sulit untuk mencarinya kembali karena tidak ada fitur pencarian untuk mencari kata kunci pada lokasi yang pernah tersimpan sehingga harus scrolling di list lokasi tersimpan secara manual,-20,NEGATIVE,walaupun lokasi diberi catatan menyimpannya sangat sulit mencarinya karena ada fitur pencarian mencari kata kunci lokasi pernah tersimpan harus scrolling list lokasi tersimpan manual,"['lokasi', 'catat', 'simpan', 'sulit', 'cari', 'fitur', 'cari', 'cari', 'kunci', 'lokasi', 'simpan', 'scrolling', 'list', 'lokasi', 'simpan', 'manual']",lokasi catat simpan sulit cari fitur cari cari kunci lokasi simpan scrolling list lokasi simpan manual
abay zen,1,6/7/2024 22:00,aplikasi semakin buruk setelan tema selalu terang tidak fungsi baru pakai  menit tampilan terang tiba berubah menjadi gelap tampilan tidak jelas tampilan malam sangat menggangu perjalanan di siang hari,-22,NEGATIVE,aplikasi semakin buruk setelan tema selalu terang fungsi baru pakai  menit tampilan terang tiba berubah menjadi gelap tampilan jelas tampilan malam sangat menggangu perjalanan siang hari,"['aplikasi', 'buruk', 'setel', 'tema', 'terang', 'fungsi', 'pakai', 'menit', 'tampil', 'terang', 'ubah', 'gelap', 'tampil', 'tampil', 'malam', 'menggangu', 'jalan', 'siang']",aplikasi buruk setel tema terang fungsi pakai menit tampil terang ubah gelap tampil tampil malam menggangu jalan siang
Abdul Jalal,3,6/7/2024 21:56,bisa dibilang saya tiap hari menggunakan maps dan saya suka namun beberapa hari ini tampilannya mengapa jadi kebalik telepon harus ikut diputar supaya sesuai sama tampilan peta parah,-17,NEGATIVE,dibilang tiap hari menggunakan maps saya suka beberapa hari tampilannya jadi kebalik telepon ikut diputar sesuai sama tampilan peta parah,"['bilang', 'maps', 'suka', 'tampil', 'balik', 'telepon', 'putar', 'sesuai', 'tampil', 'peta', 'parah']",bilang maps suka tampil balik telepon putar sesuai tampil peta parah
novalind johan,3,6/7/2024 8:38,kenapa gmaps saya seringkali signal lost dan seringkali telat membuat saya jadi sering salah jalan di sebabkan maps  terlambat sudah saya update tapi tetap saja begitu adakah cara supaya gmap menjadi lebih baik,-17,NEGATIVE,gmaps seringkali signal lost seringkali telat membuat jadi sering salah jalan sebabkan maps  terlambat saya update tetap begitu adakah cara gmap menjadi lebih baik,"['gmaps', 'seringkali', 'signal', 'lost', 'seringkali', 'telat', 'salah', 'jalan', 'sebab', 'maps', 'lambat', 'update', 'ada', 'gmap']",gmaps seringkali signal lost seringkali telat salah jalan sebab maps lambat update ada gmap
Rhisti Amelia,5,6/7/2024 8:18,aplikasi yang sangat luar biasa bisa membantu saat kita baru pertama kali ke suatu tempat dan juga sudah sesuai titik buat yang kita tuju aplikasi ini sangat bermanfaat sekali untuk saya yang suka traveling intinya mantap deh,-17,NEGATIVE,aplikasi sangat luar biasa membantu kita baru pertama kali suatu tempat juga sesuai titik buat kita tuju aplikasi sangat bermanfaat sekali saya suka traveling intinya mantap deh,"['aplikasi', 'bantu', 'kali', 'sesuai', 'titik', 'tuju', 'aplikasi', 'manfaat', 'suka', 'traveling', 'inti', 'mantap', 'deh']",aplikasi bantu kali sesuai titik tuju aplikasi manfaat suka traveling inti mantap deh
Herul Saleh,1,6/6/2024 20:30,saya pengendara taksi tetapi kenapa ya maps  sekarang selalu berpindah pindah enggak jelas posisi saya di toll tetapi maps di luar toll apalagi sudah masuk komplek perumahan maps putar muter enggak jelas membuat saya bingung arah yang tujuan saya padahal sudah saya update maps  sehingga saya dapat keluhan dari pelanggan kami seolah olah kita sengaja putar muter tolong di perbaiki,-31,NEGATIVE,pengendara taksi kenapa maps  sekarang selalu berpindah pindah enggak jelas posisi toll maps di luar toll masuk komplek perumahan maps putar muter enggak jelas membuat bingung arah tujuan padahal sudah saya update maps  saya keluhan pelanggan seolah olah sengaja putar muter di perbaiki,"['kendara', 'taksi', 'maps', 'pindah', 'pindah', 'posisi', 'toll', 'maps', 'toll', 'masuk', 'komplek', 'rumah', 'maps', 'putar', 'muter', 'bingung', 'arah', 'tuju', 'update', 'maps', 'keluh', 'langgan', 'olah', 'sengaja', 'putar', 'muter', 'baik']",kendara taksi maps pindah pindah posisi toll maps toll masuk komplek rumah maps putar muter bingung arah tuju update maps keluh langgan olah sengaja putar muter baik
Edy Putra,2,6/6/2024 14:48,kenapa linimasi terkadang kilometernya tidak ke simpan padahal sinyal ada histori lokasi aktif minta tolong untuk perbaikan ke depannya,-2,NEGATIVE,linimasi terkadang kilometernya simpan padahal sinyal histori lokasi aktif minta untuk perbaikan ke depannya,"['limas', 'terkadang', 'kilometer', 'simpan', 'sinyal', 'histori', 'lokasi', 'aktif', 'baik', 'depan']",limas terkadang kilometer simpan sinyal histori lokasi aktif baik depan
Abia Ayeb,1,6/6/2024 0:27,saya tak suka dengan update terbaru ini selesai dengan mode rute sepeda motor dan saat kembali mau menggunakan mode pejalan kaki tidak bisa digunakan ini sangat menyulitkan saya untuk mencapai titik koordinat tujuan sebenarnya dan sangat menyebalkan,-8,NEGATIVE,tak suka update terbaru selesai mode rute sepeda motor saat mau menggunakan mode pejalan kaki bisa digunakan sangat menyulitkan untuk mencapai titik koordinat tujuan sebenarnya sangat menyebalkan,"['suka', 'update', 'baru', 'selesai', 'mode', 'rute', 'sepeda', 'motor', 'mode', 'pejal', 'kaki', 'sulit', 'capai', 'titik', 'koordinat', 'tuju', 'sebal']",suka update baru selesai mode rute sepeda motor mode pejal kaki sulit capai titik koordinat tuju sebal
MAS bro,1,6/5/2024 23:14,tolong untuk tahun yang lalu jangan di hapus karena itu bisa menjadi kenangan pada sebuah tempat dan mohon agar mem nampilkan ulang di area jalan  karna sudah banyak bangunan yang berubah agar orang tidak salah saat melewati jalan yang sudah beda dari sebelumnya nanti aku penuhin bintangnya,-39,NEGATIVE,untuk tahun lalu jangan hapus itu menjadi kenangan sebuah tempat mohon mem nampilkan ulang area jalan  karna banyak bangunan berubah orang salah melewati jalan sudah beda sebelumnya aku penuhin bintangnya,"['hapus', 'kenang', 'mohon', 'mem', 'nampilkan', 'ulang', 'area', 'jalan', 'karna', 'bangun', 'ubah', 'orang', 'salah', 'lewat', 'jalan', 'beda', 'penuhin', 'bintang']",hapus kenang mohon mem nampilkan ulang area jalan karna bangun ubah orang salah lewat jalan beda penuhin bintang
Sigit Andi,2,6/5/2024 19:45,setelah pembaruan kebijakan data linimasa disimpan di perangkat dan dicadangkan ke awan tampilan rute tersimpan jadi kacau balau akses lambat banget,6,POSITIVE,pembaruan kebijakan data linimasa disimpan perangkat dicadangkan awan tampilan rute tersimpan jadi kacau balau akses lambat banget,"['baru', 'bijak', 'data', 'linimasa', 'simpan', 'perangkat', 'cadang', 'awan', 'tampil', 'rute', 'simpan', 'kacau', 'balau', 'akses', 'lambat', 'banget']",baru bijak data linimasa simpan perangkat cadang awan tampil rute simpan kacau balau akses lambat banget
maisab ramadani,1,6/5/2024 18:58,hasil penelusuran dari beberapa lokasi masih yang lama meski sering di update bentuk suatu tempat sekitar satahun sampai  tahun yang lalu padahal sudah berubah bentuk bangunan dan nama beberapa bangunan jalan dan lain lain,-14,NEGATIVE,hasil penelusuran beberapa lokasi lama meski sering update bentuk suatu tempat satahun  tahun yang lalu padahal berubah bentuk bangunan nama beberapa bangunan jalan lain,"['hasil', 'telusur', 'lokasi', 'update', 'bentuk', 'satahun', 'ubah', 'bentuk', 'bangun', 'nama', 'bangun', 'jalan']",hasil telusur lokasi update bentuk satahun ubah bentuk bangun nama bangun jalan
Firman Febryan,2,6/5/2024 16:39,bug  kusut perhentian lebih dari  titik tidak bisa klik berikutnya diarahkan ke jalur tercepat walaupun ada lagi yang lebih baik,-22,NEGATIVE,bug  kusut perhentian lebih  titik bisa klik berikutnya diarahkan jalur tercepat walaupun lagi lebih baik,"['bug', 'kusut', 'henti', 'titik', 'klik', 'arah', 'jalur', 'cepat']",bug kusut henti titik klik arah jalur cepat
Harangga Harmawan,5,6/5/2024 10:31,alhamdulillah aplikasi gmaps ini membantu saya dalam mencari lokasi yang sulit ditemukan sehingga mempermudah saya dalam mencari lokasi terimakasih gmaps,-6,NEGATIVE,alhamdulillah aplikasi gmaps membantu dalam mencari lokasi sulit ditemukan mempermudah dalam mencari lokasi terimakasih gmaps,"['alhamdulillah', 'aplikasi', 'gmaps', 'bantu', 'cari', 'lokasi', 'sulit', 'temu', 'mudah', 'cari', 'lokasi', 'terimakasih', 'gmaps']",alhamdulillah aplikasi gmaps bantu cari lokasi sulit temu mudah cari lokasi terimakasih gmaps
Fatimah DuLhamid,5,6/5/2024 8:55,untuk saya google maps ini selalu yang terbaik kemana pun saya pergi melangkah kau hadir untuk selalu jadi teman dan banyak sekali membantu sayaterimakasih google maps,-14,NEGATIVE,google maps selalu terbaik pun saya pergi melangkah kau hadir selalu jadi teman banyak sekali membantu sayaterimakasih google maps,"['google', 'maps', 'baik', 'pergi', 'lang', 'kau', 'hadir', 'teman', 'bantu', 'sayaterimakasih', 'google', 'maps']",google maps baik pergi lang kau hadir teman bantu sayaterimakasih google maps
Pengguna Google,3,6/5/2024 8:25,tolong navigasi  perbaiki lagi setiap deket kenapa hilang saya pusing sebagai ojek kalau main daerah orang sering di tolak tolong perbaiki lagi,-16,NEGATIVE,navigasi  perbaiki setiap deket hilang pusing ojek kalau main daerah orang sering tolak perbaiki,"['navigasi', 'baik', 'deket', 'hilang', 'pusing', 'ojek', 'main', 'daerah', 'orang', 'tolak', 'baik']",navigasi baik deket hilang pusing ojek main daerah orang tolak baik
hilal budiono,2,6/4/2024 18:32,gila nih google maps lokasi awal dengan lokasi google maps tidak akurat sama sekali lokasi awal di rumah lihat google maps malah lokasi berada jauh dari rumah gila emang padahal pengaturan sudah aku izin kan semua seperti lokasi akurat dan lain lain tetap saja lokasinya berbeda jauh,-23,NEGATIVE,gila nih google maps lokasi awal lokasi google maps akurat sama sekali lokasi awal rumah lihat google maps malah lokasi berada jauh rumah gila emang padahal pengaturan aku izin kan semua lokasi akurat lain tetap lokasinya berbeda jauh,"['gila', 'nih', 'google', 'maps', 'lokasi', 'lokasi', 'google', 'maps', 'akurat', 'lokasi', 'rumah', 'lihat', 'google', 'maps', 'lokasi', 'rumah', 'gila', 'emang', 'atur', 'izin', 'lokasi', 'akurat', 'lokasi', 'beda']",gila nih google maps lokasi lokasi google maps akurat lokasi rumah lihat google maps lokasi rumah gila emang atur izin lokasi akurat lokasi beda
guntoro wp,1,6/4/2024 8:29,keterlaluan kalian sering update bukannya semakin baik malah tambah kacau bagaimana teknisi atau it kalian bekerja pekerjaan saya jadi kacau karena sistem navigasi pada google map tidak bekerja dengan baik,-10,NEGATIVE,keterlaluan kalian sering update bukannya semakin baik malah tambah kacau bagaimana teknisi it kalian bekerja pekerjaan jadi kacau sistem navigasi google map bekerja baik,"['update', 'kacau', 'teknisi', 'it', 'kerja', 'kacau', 'sistem', 'navigasi', 'google', 'map']",update kacau teknisi it kerja kacau sistem navigasi google map
Andrew rudi,3,6/4/2024 8:28,sayang sekali update terakhir map tidak berfungsi dengan baik saat dipakai menuju ke beberapa tempat sekaligus atau really destination ikon lanjutkan muncul setelah kita sampai di tujuan tetapi tidak berfungsi saat mau ke tujuan selanjutnya jadi hari mengetik tujuan lagi,-19,NEGATIVE,sayang sekali update terakhir map berfungsi baik dipakai menuju beberapa tempat sekaligus really destination ikon lanjutkan muncul kita di tujuan tidak berfungsi mau tujuan selanjutnya jadi hari mengetik tujuan,"['sayang', 'update', 'map', 'fungsi', 'pakai', 'really', 'destination', 'ikon', 'lanjut', 'muncul', 'tuju', 'fungsi', 'tuju', 'etik', 'tuju']",sayang update map fungsi pakai really destination ikon lanjut muncul tuju fungsi tuju etik tuju
Panjul Fajar,2,6/4/2024 5:12,maps  kurang bagus lambat ketika dalam perjalanan sering putus ketika berhenti lampu merah berhenti sejenak maps tidak berfungsi seperti tidak ada jaringan disuruh manual lagi,-10,NEGATIVE,maps  kurang bagus lambat dalam perjalanan sering putus berhenti lampu merah berhenti sejenak maps berfungsi tidak jaringan disuruh manual,"['maps', 'bagus', 'lambat', 'jalan', 'putus', 'henti', 'lampu', 'merah', 'henti', 'maps', 'fungsi', 'jaring', 'suruh', 'manual']",maps bagus lambat jalan putus henti lampu merah henti maps fungsi jaring suruh manual
ê¹€ìˆ˜ë¹ˆ,1,6/3/2024 8:42,masa di suruh keluar tol terus masuk tol lagi tolong diperbaiki lagi sistemnya udah  minggu begini melulu aku instal ulang malah sama saja malah masuk ke jalan jauh lebih macet,-22,NEGATIVE,masa suruh keluar tol terus masuk tol tolong diperbaiki sistemnya udah  minggu begini melulu aku instal ulang malah sama malah masuk jalan jauh lebih macet,"['suruh', 'tol', 'masuk', 'tol', 'tolong', 'baik', 'sistem', 'udah', 'minggu', 'melulu', 'instal', 'ulang', 'masuk', 'jalan', 'macet']",suruh tol masuk tol tolong baik sistem udah minggu melulu instal ulang masuk jalan macet
Jakarta Bogor,5,6/2/2024 19:46,saya menambahkan jalan di google maps tetapi masih ditinjau terus tolong min di buatkan secepatnya untuk mempermudah orang yang membutuhkan jalan yang saya tambahkan terimakasih,-11,NEGATIVE,menambahkan jalan google maps masih ditinjau terus min buatkan secepatnya mempermudah orang membutuhkan jalan saya tambahkan terimakasih,"['jalan', 'google', 'maps', 'tinjau', 'min', 'buat', 'cepat', 'mudah', 'orang', 'butuh', 'jalan', 'tambah', 'terimakasih']",jalan google maps tinjau min buat cepat mudah orang butuh jalan tambah terimakasih
intan kusumawardhani,4,6/1/2024 21:51,kadang keliru ada jalan lebih enak lebih luas lebih deket malah diputerin enggak jelas pernah mau ke suatu cafe di trawas pasang maps lah mengapa dituntun muterin gunung jalanan naik turun sepi lewat suatu desa yang jalannya sempit keluar desa ketemu jalan besar yang lebih simpel rutenya yang biasa kita lewati walahhabis bensin,-14,NEGATIVE,kadang keliru jalan lebih enak lebih luas lebih deket malah diputerin enggak jelas pernah mau suatu cafe trawas pasang maps lah dituntun muterin gunung jalanan naik turun sepi lewat suatu desa jalannya sempit keluar desa ketemu jalan besar lebih simpel rutenya biasa lewati walahhabis bensin,"['kadang', 'keliru', 'jalan', 'enak', 'luas', 'deket', 'diputerin', 'cafe', 'trawas', 'pasang', 'maps', 'tuntun', 'muterin', 'gunung', 'jalan', 'turun', 'sepi', 'desa', 'jalan', 'sempit', 'desa', 'ketemu', 'jalan', 'simpel', 'rute', 'lewat', 'walahhabis', 'bensin']",kadang keliru jalan enak luas deket diputerin cafe trawas pasang maps tuntun muterin gunung jalan turun sepi desa jalan sempit desa ketemu jalan simpel rute lewat walahhabis bensin
Ricofriandes Rico,4,6/1/2024 21:13,sering kali setiap digunakan maps  berputar putar jadi banyak salah arah jalur dijalan jadinya ke tujuan yang dituju,-14,NEGATIVE,sering kali digunakan maps  berputar putar jadi banyak salah arah jalur dijalan jadinya tujuan dituju,"['kali', 'maps', 'putar', 'putar', 'salah', 'arah', 'jalur', 'jalan', 'tuju', 'tuju']",kali maps putar putar salah arah jalur jalan tuju tuju
Deja Vu,1,6/1/2024 18:00,aplikasi yang buat frustasi walau cukup manfaat sampai ada aplikasi sejenis yang lebih baik tidak menghargai sama sekali para kontributor local guidenya update sesuai kondisi riil pada ditolak terlalu mengandalkan ai yang terbukti tolol di jaman semakin pintar anda sendirian yang semakin bodoh,-30,NEGATIVE,aplikasi buat frustasi cukup manfaat ada aplikasi sejenis lebih baik menghargai sama sekali kontributor local guidenya update sesuai kondisi riil ditolak terlalu mengandalkan ai terbukti tolol jaman semakin pintar sendirian semakin bodoh,"['aplikasi', 'frustasi', 'manfaat', 'aplikasi', 'jenis', 'harga', 'kontributor', 'local', 'guidenya', 'update', 'sesuai', 'kondisi', 'riil', 'tolak', 'andal', 'ai', 'bukti', 'tolol', 'jaman', 'pintar', 'bodoh']",aplikasi frustasi manfaat aplikasi jenis harga kontributor local guidenya update sesuai kondisi riil tolak andal ai bukti tolol jaman pintar bodoh
Partogi Ritonga,3,6/1/2024 17:00,halo maps kalau bisa di perbaiki lagi mapsnya soalnya saya jalan masih jauh mengapa di suruh belok tolong di perbaiki secara efisien dan efektif agar pengguna maps enggak jadi nyasar dan bingung tolong kerjasama,-3,NEGATIVE,halo maps kalau di perbaiki mapsnya soalnya jalan jauh di suruh belok di perbaiki efisien efektif pengguna maps enggak jadi nyasar bingung kerjasama,"['halo', 'maps', 'baik', 'mapsnya', 'jalan', 'suruh', 'belok', 'baik', 'efisien', 'efektif', 'guna', 'maps', 'nyasar', 'bingung', 'kerjasama']",halo maps baik mapsnya jalan suruh belok baik efisien efektif guna maps nyasar bingung kerjasama
chairulanwar arul,5,6/1/2024 15:13,di update mengapa bukannya semakin bagus malah parah kenapa maps  enggak bisa jalan jadi kacau tolong diperbaiki kalau sudah di update masih belum bisa lagi panah maps  saya enggak mau update lagi,-9,NEGATIVE,update bukannya semakin bagus malah parah maps  enggak jalan jadi kacau diperbaiki kalau di update belum panah maps  enggak mau update lagi,"['update', 'bagus', 'parah', 'maps', 'jalan', 'kacau', 'baik', 'update', 'panah', 'maps', 'update']",update bagus parah maps jalan kacau baik update panah maps update
diiajeng kusuma,4,6/1/2024 13:35,saya berbagi lokasi di google maps dengan suami via email tetapi kenapa kadang real time lokasi tidak bergerak baterai juga tetap dan tertulis  jam yang lalu artinya apa ya dan saya tidak dapat melihat posisi suami saya sekarang dimana,-10,NEGATIVE,berbagi lokasi google maps suami via email kenapa kadang real time lokasi bergerak baterai tetap tertulis  jam lalu artinya apa dan tidak melihat posisi suami sekarang,"['bagi', 'lokasi', 'google', 'maps', 'suami', 'via', 'email', 'kadang', 'real', 'time', 'lokasi', 'gerak', 'baterai', 'tulis', 'jam', 'posisi', 'suami']",bagi lokasi google maps suami via email kadang real time lokasi gerak baterai tulis jam posisi suami
Sewa Bean Bag Bali,5,6/1/2024 7:55,saya sangat terbantu dengan fitur jelajah di google maps fitur ini memudahkan saya menemukan tempat tempat baru dan menarik saya senang memberikan ulasan kepada orang orang atau tempat yang saya rekomendasikan dan google maps membuatnya sangat mudah dan menyenangkan selain itu bisnis saya juga mengalami pertumbuhan yang signifikan berkat integrasi dengan google bisnis mengelola profil bisnis langsung di google maps telah memperlancar operasional kami dan meningkatkan visibilitas bisnis,-9,NEGATIVE,sangat terbantu fitur jelajah google maps fitur memudahkan menemukan tempat tempat baru menarik senang memberikan ulasan orang orang tempat rekomendasikan google maps membuatnya sangat mudah menyenangkan itu bisnis saya juga mengalami pertumbuhan signifikan berkat integrasi google bisnis mengelola profil bisnis langsung google maps memperlancar operasional dan meningkatkan visibilitas bisnis,"['bantu', 'fitur', 'jelajah', 'google', 'maps', 'fitur', 'mudah', 'temu', 'tarik', 'senang', 'ulas', 'orang', 'orang', 'rekomendasi', 'google', 'maps', 'buat', 'mudah', 'senang', 'bisnis', 'alami', 'tumbuh', 'signifikan', 'berkat', 'integrasi', 'google', 'bisnis', 'kelola', 'profil', 'bisnis', 'langsung', 'google', 'maps', 'lancar', 'operasional', 'tingkat', 'visibilitas', 'bisnis']",bantu fitur jelajah google maps fitur mudah temu tarik senang ulas orang orang rekomendasi google maps buat mudah senang bisnis alami tumbuh signifikan berkat integrasi google bisnis kelola profil bisnis langsung google maps lancar operasional tingkat visibilitas bisnis
Emanuel Depthios,4,6/1/2024 7:43,koordinatnya tidak bisa disalin setelah update dan setelah klik koordinatnya maka diganti dengan nama jalan ini sangat merepotkan yang ingin menggunakan koordinat,-12,NEGATIVE,koordinatnya bisa disalin update setelah klik koordinatnya diganti nama jalan sangat merepotkan ingin menggunakan koordinat,"['koordinat', 'salin', 'update', 'klik', 'koordinat', 'ganti', 'nama', 'jalan', 'repot', 'koordinat']",koordinat salin update klik koordinat ganti nama jalan repot koordinat
Erica Aprilia,2,6/1/2024 2:54,dulu lancar untuk lihat hasil cek history linimasa akun orang lain di beda perangkat namun sekarang entah eror atau gimana sekarang sudah tidak bisa lihat history  apalagi sekarang di linimasa maps ada tulisan perangkat di akun ini tidak bisa di ceklis untuk salah satu perangkat saja agar riwayatnya tidak double padahal kita ada riwayat berjalan namun tidak tercatat di linimasa,-31,NEGATIVE,dulu lancar lihat hasil cek history linimasa akun orang beda perangkat sekarang entah eror gimana sekarang lihat history  sekarang linimasa maps tulisan perangkat akun tidak di ceklis salah satu perangkat agar riwayatnya tidak double padahal ada riwayat berjalan tidak tercatat di linimasa,"['lancar', 'lihat', 'hasil', 'cek', 'history', 'linimasa', 'akun', 'orang', 'beda', 'perangkat', 'eror', 'gimana', 'lihat', 'history', 'linimasa', 'maps', 'tulis', 'perangkat', 'akun', 'ceklis', 'salah', 'perangkat', 'riwayat', 'double', 'riwayat', 'jalan', 'catat', 'linimasa']",lancar lihat hasil cek history linimasa akun orang beda perangkat eror gimana lihat history linimasa maps tulis perangkat akun ceklis salah perangkat riwayat double riwayat jalan catat linimasa
067_Diana Leko,5,5/31/2024 16:37,petunjuk arah jelas dan tidak membingukan alamat yang tersedia lengkap dan titik alamat sesuai ditambah fitur suara yang tersedia sangat membantu,-14,NEGATIVE,petunjuk arah jelas tidak membingukan alamat tersedia lengkap titik alamat sesuai ditambah fitur suara tersedia sangat membantu,"['tunjuk', 'arah', 'membingukan', 'alamat', 'sedia', 'lengkap', 'titik', 'alamat', 'sesuai', 'tambah', 'fitur', 'suara', 'sedia', 'bantu']",tunjuk arah membingukan alamat sedia lengkap titik alamat sesuai tambah fitur suara sedia bantu
Yuda Duran,5,5/31/2024 11:05,google maps adalah sebuah aplikasi yang sangat bermanfaat dan inovatif dalam membantu pengguna untuk menavigasi secara efisien di berbagai lokasi di seluruh dunia aplikasi ini menawarkan fitur fitur canggih seperti arah navigasi yang akurat informasi lalu lintas real time peta satelit yang jelas serta estimasi waktu tempuh yang akurat selain itu google maps juga memungkinkan pengguna untuk menemukan tempat tempat menarik restoran toko dan layanan lainnya di sekitar mereka dengan antar,-18,NEGATIVE,google maps sebuah aplikasi sangat bermanfaat inovatif membantu pengguna menavigasi efisien berbagai lokasi seluruh dunia aplikasi menawarkan fitur fitur canggih arah navigasi akurat informasi lalu lintas real time peta satelit jelas estimasi waktu tempuh akurat itu google maps memungkinkan pengguna menemukan tempat tempat menarik restoran toko layanan lainnya sekitar dengan antar,"['google', 'maps', 'aplikasi', 'manfaat', 'inovatif', 'bantu', 'guna', 'navigasi', 'efisien', 'lokasi', 'dunia', 'aplikasi', 'tawar', 'fitur', 'fitur', 'canggih', 'arah', 'navigasi', 'akurat', 'informasi', 'lintas', 'real', 'time', 'peta', 'satelit', 'estimasi', 'tempuh', 'akurat', 'google', 'maps', 'guna', 'temu', 'tarik', 'restoran', 'toko', 'layan']",google maps aplikasi manfaat inovatif bantu guna navigasi efisien lokasi dunia aplikasi tawar fitur fitur canggih arah navigasi akurat informasi lintas real time peta satelit estimasi tempuh akurat google maps guna temu tarik restoran toko layan
M.Bayu Agung,3,5/31/2024 11:02,saya sebagai pengendara gojek online sangat membutuhkan petunjuk arah tetapi sekarang kurang akurat saya selalu di beri jalan kecil yang tidak bisa di lalu kendaran bermotor terlalu memaksakan dan perlu di ralat kaji ulang lagi jalan jalan yang tidak bisa di lalui kendarana atau jalan buntu,-40,NEGATIVE,sebagai pengendara gojek online sangat membutuhkan petunjuk arah sekarang kurang akurat selalu beri jalan kecil tidak lalu kendaran bermotor terlalu memaksakan perlu di ralat kaji ulang jalan jalan tidak di lalui kendarana jalan buntu,"['kendara', 'gojek', 'online', 'butuh', 'tunjuk', 'arah', 'akurat', 'jalan', 'kendaran', 'motor', 'paksa', 'ralat', 'kaji', 'ulang', 'jalan', 'jalan', 'lalu', 'kendarana', 'jalan', 'buntu']",kendara gojek online butuh tunjuk arah akurat jalan kendaran motor paksa ralat kaji ulang jalan jalan lalu kendarana jalan buntu
Yoga Y,5,5/31/2024 1:26,pengalaman selama saya menggunakan gmaps ini masih belum ada keluhan apa apa meskipun terkadang saya masih belum mengerti saat diberi arahan oleh gmaps tapi secara keseluruhan untuk gmaps aplikasi yang bagus untuk menunjukan arah lokasi yang kita mau terimakasih,-18,NEGATIVE,pengalaman selama menggunakan gmaps masih ada keluhan apa apa meskipun terkadang masih mengerti diberi arahan gmaps secara keseluruhan gmaps aplikasi bagus menunjukan arah lokasi kita mau terimakasih,"['alam', 'gmaps', 'keluh', 'terkadang', 'erti', 'arah', 'gmaps', 'gmaps', 'aplikasi', 'bagus', 'tunjuk', 'arah', 'lokasi', 'terimakasih']",alam gmaps keluh terkadang erti arah gmaps gmaps aplikasi bagus tunjuk arah lokasi terimakasih
Muhammad Ersofyana,1,5/30/2024 12:13,assalamualaikum aplikasi setan bodoh jarak tempuhnya dekat di buat jauh macet macet sedikit itu wajar masa jarak tinggal beberapa puluh meter dibuat putar putar dan tambah menjauh dari titik tujuan mohon kenerjanya diperbaharui wassalam,-24,NEGATIVE,assalamualaikum aplikasi setan bodoh jarak tempuhnya dekat buat jauh macet macet sedikit wajar masa jarak tinggal beberapa puluh meter dibuat putar putar tambah menjauh titik tujuan mohon kenerjanya diperbaharui wassalam,"['assalamualaikum', 'aplikasi', 'setan', 'bodoh', 'jarak', 'tempuh', 'macet', 'macet', 'wajar', 'jarak', 'tinggal', 'puluh', 'meter', 'putar', 'putar', 'jauh', 'titik', 'tuju', 'mohon', 'kenerjanya', 'baharu', 'wassalam']",assalamualaikum aplikasi setan bodoh jarak tempuh macet macet wajar jarak tinggal puluh meter putar putar jauh titik tuju mohon kenerjanya baharu wassalam
Rocky Bor,2,5/30/2024 10:21,saya ojol saya pengguna google maps untuk pekerjaan saya saya berterimakasih sekali karena google maps sangat membantu dalam pekerjaan saya namun beberapa waktu ini navigasinya sangat kacau saya di arahkan ke gang gang sempit yang padahal masih ada jalan lain yang tidak perlu masuk gang tolong di perbaiki seperti sebelumnya kami ojol jadi harus berpikir dulu apakah jalan ini bisa di lalui atau tidak,-60,NEGATIVE,ojol pengguna google maps pekerjaan berterimakasih sekali google maps sangat membantu pekerjaan namun beberapa waktu navigasinya sangat kacau saya arahkan gang gang sempit padahal ada jalan yang perlu masuk gang di perbaiki sebelumnya ojol jadi berpikir dulu jalan bisa di lalui tidak,"['ojol', 'guna', 'google', 'maps', 'kerja', 'berterimakasih', 'google', 'maps', 'bantu', 'kerja', 'navigasi', 'kacau', 'arah', 'gang', 'gang', 'sempit', 'jalan', 'masuk', 'gang', 'baik', 'ojol', 'pikir', 'jalan', 'lalu']",ojol guna google maps kerja berterimakasih google maps bantu kerja navigasi kacau arah gang gang sempit jalan masuk gang baik ojol pikir jalan lalu
Khoiriyah Hoiriyah,1,5/29/2024 19:20,di maps  di telepon ku lokasinya sering gak nyambung lokasinya padahal sinyal sudah bagus tapi tetap saja sering error,4,POSITIVE,maps  telepon ku lokasinya sering gak nyambung lokasinya padahal sinyal bagus tetap sering error,"['maps', 'telepon', 'ku', 'lokasi', 'gak', 'nyambung', 'lokasi', 'sinyal', 'bagus', 'error']",maps telepon ku lokasi gak nyambung lokasi sinyal bagus error
Irfan Ahmad,1,5/29/2024 17:14,ketika saya membuka aplikasi selalu black screen sehingga saya harus ke playstore dahulu hanya untuk membuka maps tolong perbaiki bug ini,-13,NEGATIVE,saya membuka aplikasi selalu black screen saya ke playstore hanya membuka maps perbaiki bug,"['buka', 'aplikasi', 'black', 'screen', 'playstore', 'buka', 'maps', 'baik', 'bug']",buka aplikasi black screen playstore buka maps baik bug
