userName,score,at,content,label,content_stopwords,content_stemmed
Ricofriandes Rico,4,6/1/2024 21:13,Sering kali setiap digunakan maps nya berputar putar jadi banyak salah arah jalur dijalan jadinya ke tujuan yang dituju.,negatif,Sering kali digunakan maps nya berputar putar jadi banyak salah arah jalur dijalan jadinya tujuan dituju .,sering kali guna maps nya putar putar jadi banyak salah arah jalur jalan jadi tuju tuju
Deja Vu,1,6/1/2024 18:00,"Aplikasi yang bikin frustasi walau cukup manfaat sampai adaaplikasi sejenis yang lebih baik. Tidak menghargai sama sekali para kontributor local guidenya, update sesuai kondisi riil pada ditolak. Terlalu mengandalkan AI yang terbukti tolol. Di jaman semakin pintar, anda sendirian yang semakin bodoh..",negatif,"Aplikasi bikin frustasi cukup manfaat adaaplikasi sejenis lebih baik . menghargai sama sekali kontributor local guidenya , update sesuai kondisi riil ditolak . Terlalu mengandalkan AI terbukti tolol . jaman semakin pintar , sendirian semakin bodoh ..",aplikasi bikin frustasi cukup manfaat adaaplikasi jenis lebih baik harga sama sekali kontributor local guidenya update sesuai kondisi riil tolak terlalu andal ai bukti tolol jaman makin pintar sendiri makin bodoh
Partogi Ritonga,3,6/1/2024 17:00,"halo maps kalau bisa di perbaiki lagi mapsnya, soalnya saya jalan masih jauh mengapa di suruh belok, tolong di perbaiki secara efisien danefektif agar pengguna maps tidak jadi nyasar danbingung, tolong kerjasama nya",negatif,"halo maps kalau perbaiki mapsnya , soalnya jalan jauh suruh belok , perbaiki efisien danefektif pengguna maps jadi nyasar danbingung , kerjasama nya",halo maps kalau baik mapsnya soal jalan jauh suruh belok baik efisien danefektif guna maps jadi nyasar danbingung kerjasama nya
chairulanwar arul,5,6/1/2024 15:13,"Di update mengapa bukannya semakin bagus malah parah, kenapa maps nya enggak bisa jalan, jadi kacau.. tolong diperbaiki.. kalau sudah di update masih belum bisa lagi panah maps nya , saya enggak mau update2 lagi",positif,"update bukannya semakin bagus malah parah , maps nya enggak jalan , jadi kacau .. diperbaiki .. kalau update panah maps nya , enggak mau update2",update bukan makin bagus malah parah maps nya enggak jalan jadi kacau baik kalau update panah maps nya enggak mau update2
diiajeng kusuma,4,6/1/2024 13:35,"Saya berbagi lokasi di google maps dgn suami via email. Tetapi kenapa kadang real time lokasi tidak bergerak, baterai juga tetap, dantertulis 3 jam yang lalu. Artinya apa ya ? Dan sy tidak dapat melihat posisi suami sy sekarang dimana",negatif,"berbagi lokasi google maps dgn suami via email . kadang real time lokasi bergerak , baterai tetap , dantertulis 3 jam lalu . Artinya apa ? sy melihat posisi suami sy sekarang",bagi lokasi google maps dgn suami via email kadang real time lokasi gerak baterai tetap dantertulis 3 jam lalu arti apa sy lihat posisi suami sy sekarang
Sewa Bean Bag Bali,5,6/1/2024 7:55,"Saya sangat terbantu dengan fitur ' Jelajah ' di Google Maps! Fitur ini memudahkan saya menemukan tempat tempat baru danmenarik. Saya senang memberikan ulasan kepada orang orang atau tempat yang saya rekomendasikan, danGoogle Maps membuatnya sangat mudah danmenyenangkan. Selain itu, bisnis saya juga mengalami pertumbuhan yang signifikan berkat integrasi dengan Google Bisnis. Mengelola profil bisnis langsung di Google Maps telah memperlancar operasional kami danmeningkatkan visibilitas bisnis.",negatif,"sangat terbantu fitur ' Jelajah ' Google Maps ! Fitur memudahkan menemukan tempat tempat baru danmenarik . senang memberikan ulasan orang orang tempat rekomendasikan , danGoogle Maps membuatnya sangat mudah danmenyenangkan . , bisnis mengalami pertumbuhan signifikan berkat integrasi Google Bisnis . Mengelola profil bisnis langsung Google Maps memperlancar operasional danmeningkatkan visibilitas bisnis .",sangat bantu fitur jelajah google maps fitur mudah temu tempat tempat baru danmenarik senang beri ulas orang orang tempat rekomendasi dangoogle maps buat sangat mudah danmenyenangkan bisnis alami tumbuh signifikan berkat integrasi google bisnis kelola profil bisnis langsung google maps lancar operasional danmeningkatkan visibilitas bisnis
Emanuel Depthios,4,6/1/2024 7:43,"Koordinatnya tidak bisa disalin setelah update, dansetelah klik koordinatnya maka diganti dengan nama jalan. Ini sangat merepotkan yang ingin menggunakan koordinat",negatif,"Koordinatnya disalin update , dansetelah klik koordinatnya diganti nama jalan . sangat merepotkan menggunakan koordinat",koordinat salin update dansetelah klik koordinat ganti nama jalan sangat repot guna koordinat
Erica Aprilia,2,6/1/2024 2:54,"Dulu lancar untuklihat hasil cek history linimasa akun orang lain di beda perangkat, namun sekarang entah eror atau gimana. Sekarang sudah tidak bisa liat history nya, apalagi sekarang di linimasa maps adatulisan "" perangkat di akun ini "" tidak bisa di ceklis untuksalah satu perangkat saja agar riwayatnya tidak double. Padahal kita adariwayat berjalan namun tidak tercatat di linimasa",negatif,"Dulu lancar untuklihat hasil cek history linimasa akun orang beda perangkat , sekarang entah eror gimana . Sekarang liat history nya , sekarang linimasa maps adatulisan `` perangkat akun `` ceklis untuksalah satu perangkat riwayatnya double . Padahal adariwayat berjalan tercatat linimasa",dulu lancar untuklihat hasil cek history linimasa akun orang beda perangkat sekarang entah eror gimana sekarang liat history nya sekarang linimasa maps adatulisan perangkat akun ceklis untuksalah satu perangkat riwayat double padahal adariwayat jalan catat linimasa
067_Diana Leko,5,5/31/2024 16:37,"Petunjuk arah jelas dantidak membingukan, alamat yang tersedia lengkap dantitik alamat sesuai, ditambah fitur suara yang tersedia sangat membantu",negatif,"Petunjuk arah jelas dantidak membingukan , alamat tersedia lengkap dantitik alamat sesuai , ditambah fitur suara tersedia sangat membantu",tunjuk arah jelas dantidak membingukan alamat sedia lengkap dantitik alamat sesuai tambah fitur suara sedia sangat bantu
Yuda Duran,5,5/31/2024 11:05,"Google Maps adalah sebuah aplikasi yang sangat bermanfaat daninovatif dalam membantu pengguna untukmenavigasi secara efisien di berbagai lokasi di seluruh dunia. Aplikasi ini menawarkan fitur fitur canggih seperti arah navigasi yang akurat, informasi lalu lintas real time, peta satelit yang jelas, serta estimasi waktu tempuh yang akurat. Selain itu, Google Maps juga memungkinkan pengguna untukmenemukan tempat tempat menarik, restoran, toko, danlayanan lainnya di sekitar mereka. Dengan antar",negatif,"Google Maps sebuah aplikasi sangat bermanfaat daninovatif membantu pengguna untukmenavigasi efisien berbagai lokasi seluruh dunia . Aplikasi menawarkan fitur fitur canggih arah navigasi akurat , informasi lalu lintas real time , peta satelit jelas , estimasi waktu tempuh akurat . , Google Maps memungkinkan pengguna untukmenemukan tempat tempat menarik , restoran , toko , danlayanan lainnya . antar",google maps buah aplikasi sangat manfaat daninovatif bantu guna untukmenavigasi efisien bagai lokasi seluruh dunia aplikasi tawar fitur fitur canggih arah navigasi akurat informasi lalu lintas real time peta satelit jelas estimasi waktu tempuh akurat google maps mungkin guna untukmenemukan tempat tempat tarik restoran toko danlayanan lain antar
M.Bayu Agung,3,5/31/2024 11:02,"Saya sebagai Driver GOJEK ONLINE sangat membutuhkan petunjuk arah, tetapi sekarang kurang akurat saya selalu di beri jalan kecil yang tidak bisa di lalu kendaran bermotor terlalu memaksakan danperlu di ralat / kaji ulang lagi jalan jalan yang tidak bisa di lalui kendarana atau jalan buntu.",negatif,"Driver GOJEK ONLINE sangat membutuhkan petunjuk arah , sekarang kurang akurat selalu beri jalan kecil lalu kendaran bermotor terlalu memaksakan danperlu ralat / kaji ulang jalan jalan lalui kendarana jalan buntu .",driver gojek online sangat butuh tunjuk arah sekarang kurang akurat selalu beri jalan kecil lalu kendaran motor terlalu paksa danperlu ralat kaji ulang jalan jalan lalu kendarana jalan buntu
Yoga Y,5,5/31/2024 1:26,"Pengalaman Selama Saya menggunakan Gmaps ini, masih belum adaKeluhan apa apa. Meskipun terkadang saya masih belum mengerti saat diberi arahan oleh Gmaps. Tapi secara keseluruhan untukGmaps, aplikasi yang bagus untukMenunjukan arah lokasi yang kita Mau. Terimakasih.",positif,"Pengalaman Selama menggunakan Gmaps , adaKeluhan apa apa . Meskipun terkadang mengerti diberi arahan Gmaps . keseluruhan untukGmaps , aplikasi bagus untukMenunjukan arah lokasi Mau . Terimakasih .",alam lama guna gmaps adakeluhan apa apa meski terkadang erti beri arah gmaps seluruh untukgmaps aplikasi bagus untukmenunjukan arah lokasi mau terimakasih
Muhammad Ersofyana,1,5/30/2024 12:13,"Assalamualaikum,... aplikasi setan bodoh, jarak tempuhnya dekat,.... di bikin jauh. Macet macet sedikit itu wajar. Masa jarak tinggal beberapa puluh meter,.... dibuat putar putar dantambah menjauh dari titik tujuan. Mohon kenerjanya diperbaharui. Wassalam.",negatif,"Assalamualaikum , ... aplikasi setan bodoh , jarak tempuhnya dekat , .... bikin jauh . Macet macet sedikit wajar . Masa jarak tinggal beberapa puluh meter , .... dibuat putar putar dantambah menjauh titik tujuan . Mohon kenerjanya diperbaharui . Wassalam .",assalamualaikum aplikasi setan bodoh jarak tempuh dekat bikin jauh macet macet sedikit wajar masa jarak tinggal beberapa puluh meter buat putar putar dantambah jauh titik tuju mohon kenerjanya baharu wassalam
Rocky Bor,2,5/30/2024 10:21,"Saya ojol. Saya pengguna google maps untukpekerjaan saya. Saya berterimakasih sekali karena google maps sangat membantu dalam pekerjaan saya. Namun beberapa waktu ini, navigasinya sangat kacau. Saya di arahkan ke gang gang sempit yang padahal masih adajalan lain yang tidak perlu masuk gang. Tolong di perbaiki seperti sebelumnya. Kami ojol jadi harus berpikir dulu apakah jalan ini bisa di lalui atau tidak.",negatif,"ojol . pengguna google maps untukpekerjaan . berterimakasih sekali google maps sangat membantu pekerjaan . beberapa waktu , navigasinya sangat kacau . arahkan gang gang sempit padahal adajalan perlu masuk gang . perbaiki sebelumnya . ojol jadi berpikir dulu jalan lalui .",ojol guna google maps untukpekerjaan berterimakasih sekali google maps sangat bantu kerja beberapa waktu navigasi sangat kacau arah gang gang sempit padahal adajalan perlu masuk gang baik belum ojol jadi pikir dulu jalan lalu
Khoiriyah Hoiriyah,1,5/29/2024 19:20,Di maps nya di hp ku lokasinya sering gak nyambung lokasinya.. padahal sinyal sudah bagus.. tapi tetap saja.. sering error,positif,maps nya hp ku lokasinya sering gak nyambung lokasinya .. padahal sinyal bagus .. tetap .. sering error,maps nya hp ku lokasi sering gak nyambung lokasi padahal sinyal bagus tetap sering error
Irfan Ahmad,1,5/29/2024 17:14,"ketika saya membuka aplikasi, selalu black screen, sehingga saya harus ke playstore dahulu hanya untukmembuka maps. tolong perbaiki bug ini",negatif,"membuka aplikasi , selalu black screen , playstore untukmembuka maps . perbaiki bug",buka aplikasi selalu black screen playstore untukmembuka maps baik bug
Rafika Firdani Auliya,1,5/29/2024 16:14,"Untuk linimasa, jadi tidak bisa memilih perangkat mana yang mau di aktifkan linimasanya. Terus kalau 1 email di pakai di 3 hp, jadinya linimasa di 3 hp itu terbaca semua, jadi ribet banget perjalanannya karena 3 hp ya beda orang semua. Dan hasil linimasa tidak bisa di cek di komputer. Jadi semakin buruk kualitas linimasanya",negatif,"linimasa , jadi memilih perangkat mana mau aktifkan linimasanya . Terus kalau 1 email pakai 3 hp , jadinya linimasa 3 hp terbaca semua , jadi ribet banget perjalanannya 3 hp beda orang semua . hasil linimasa cek komputer . Jadi semakin buruk kualitas linimasanya",linimasa jadi pilih perangkat mana mau aktif linimasanya terus kalau 1 email pakai 3 hp jadi linimasa 3 hp baca semua jadi ribet banget jalan 3 hp beda orang semua hasil linimasa cek komputer jadi makin buruk kualitas linimasanya
Abang edo,1,5/29/2024 12:20,Jelas2 yang dipilih Kendaraan.. malah dikasih jalan sawah belumpur kubangan. Org lihat Maps itu artinya tidak tau Jalan kalau salah ambil Rute jangan seenaknya ikut ganti rute.. apalagi pilihannya kendaraan yaa tetap Arahkan Kejalan UTAMA... terus pilihan ( lebih lambat ) gunanya untukApaa?? Bedakan dong mana Jalan yang bisa dilalui dengan Jalan enggak layak apalagi jalan Sawah.. Bedakan Maps untukNavigasi dengan Maps Pejalan Kaki. Jangan dijadikan satu tempat ujung2 nya mana rute terdekat main arahin aja,negatif,Jelas2 dipilih Kendaraan .. malah dikasih jalan sawah belumpur kubangan . Org lihat Maps artinya tau Jalan kalau salah ambil Rute jangan seenaknya ikut ganti rute .. pilihannya kendaraan yaa tetap Arahkan Kejalan UTAMA ... terus pilihan ( lebih lambat ) gunanya untukApaa ? ? Bedakan dong mana Jalan dilalui Jalan enggak layak jalan Sawah .. Bedakan Maps untukNavigasi Maps Pejalan Kaki . Jangan dijadikan satu tempat ujung2 nya mana rute terdekat main arahin aja,jelas2 pilih kendara malah kasih jalan sawah belumpur kubang org lihat maps arti tau jalan kalau salah ambil rute jangan enak ikut ganti rute pilih kendara yaa tetap arah jalan utama terus pilih lebih lambat guna untukapaa beda dong mana jalan lalu jalan enggak layak jalan sawah beda maps untuknavigasi maps pejal kaki jangan jadi satu tempat ujung2 nya mana rute dekat main arahin aja
kotan kolores,3,5/29/2024 11:45,Kenapa gps saya selalu rendah ya.. padahal sudah ganti kartu jaringan yang lebih kuat.. dansudah kalibrasi berulang ulang tetap saja rendah,negatif,gps selalu rendah .. padahal ganti kartu jaringan lebih kuat .. dansudah kalibrasi berulang ulang tetap rendah,gps selalu rendah padahal ganti kartu jaring lebih kuat dansudah kalibrasi ulang ulang tetap rendah
Spear of Longinus,1,5/28/2024 19:49,"Setelah update, microphone jadi tidak bisa digunakan. Jadinya harus ngetik2 merepotkan . Ketika di downgrade microphone jadi berfungsi kembali",negatif,"update , microphone jadi digunakan . Jadinya ngetik2 merepotkan . downgrade microphone jadi berfungsi",update microphone jadi guna jadi ngetik2 repot downgrade microphone jadi fungsi
Ahmad Cahyadi,1,5/28/2024 18:16,"Sinyal hilang terus, kerja apa kau sebenarnya, tak becus perbaiki masalah seperti ini. kalian di gaji bukan untukmalas, melainkan kalian berikan pelayanan navigasi yang akurat. gaji besar, tetapi hasilnya buruk. HP sudah ram 8 ,sinyal simPATI. Jaringan kau inilah yang bermasalah, kau tanam2 kabel optik panjang2, tetapi untukpengguna motor tidak sama sekali akurat, jaringan hilang terus, kalau sudah bagus sy akan ubah rating sy, karena sy saat ini kecewa dengan navigasi yang saat ini kau perbarui, tetapi jelek",positif,"Sinyal hilang terus , kerja apa kau sebenarnya , tak becus perbaiki masalah . kalian gaji bukan untukmalas , kalian berikan pelayanan navigasi akurat . gaji besar , hasilnya buruk . HP ram 8 , sinyal simPATI . Jaringan kau inilah bermasalah , kau tanam2 kabel optik panjang2 , untukpengguna motor sama sekali akurat , jaringan hilang terus , kalau bagus sy ubah rating sy , sy kecewa navigasi kau perbarui , jelek",sinyal hilang terus kerja apa kau benar tak becus baik masalah kalian gaji bukan untukmalas kalian ikan layan navigasi akurat gaji besar hasil buruk hp ram 8 sinyal simpati jaring kau ini masalah kau tanam2 kabel optik panjang2 untukpengguna motor sama sekali akurat jaring hilang terus kalau bagus sy ubah rating sy sy kecewa navigasi kau baru jelek
Inrianiglorya sabneno,5,5/28/2024 16:09,Sangat membantu aku untukmengetahui jalan yang belum pernah di kunjungi sebelumnya. Gambar yang adajuga sangat jelas sehingga sangat mudah dalam membaca arah,negatif,Sangat membantu aku untukmengetahui jalan pernah kunjungi sebelumnya . Gambar adajuga sangat jelas sangat mudah membaca arah,sangat bantu aku untukmengetahui jalan pernah kunjung belum gambar adajuga sangat jelas sangat mudah baca arah
M KaMiL,5,5/28/2024 10:45,Google Maps adalah aplikasi navigasi yang luar biasa. Fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya menjadi lebih mudah,negatif,Google Maps aplikasi navigasi luar biasa . Fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah
Taufik Yulianto,5,5/28/2024 7:18,"Google Maps mantap, sangat membantu saat menuju alamat yang baru pertama kali dituju. Terimakasih Maps semoga semakin akurat dalam menemukan titik tujuan dari para penggunanya. Yang suka nyasar2 itu membuktikan mereka belum Familiar menggunakan Google Maps, tidak fokus terhadap arahan yang diberikan makanya suka dicarikan jalan lain yang lebih memutar. Sebelum digunakan setting dulu peruntukannya R2 / R4. Lalu kuota Internet jangan terlalu irit, karena ketika kuota tipis, akses Internet nya lambat.",negatif,"Google Maps mantap , sangat membantu menuju alamat baru pertama kali dituju . Terimakasih Maps semoga semakin akurat menemukan titik tujuan penggunanya . suka nyasar2 membuktikan Familiar menggunakan Google Maps , fokus arahan diberikan makanya suka dicarikan jalan lebih memutar . digunakan setting dulu peruntukannya R2 / R4 . Lalu kuota Internet jangan terlalu irit , kuota tipis , akses Internet nya lambat .",google maps mantap sangat bantu tuju alamat baru pertama kali tuju terimakasih maps moga makin akurat temu titik tuju guna suka nyasar2 bukti familiar guna google maps fokus arah beri makanya suka cari jalan lebih putar guna setting dulu untuk r2 r4 lalu kuota internet jangan terlalu irit kuota tipis akses internet nya lambat
siti lindayani,5,5/27/2024 19:10,"Tempat yang recommended untukdi kunjungi view nya indah makanan nya pun tak kalah enak nya.... bisa di pakai untukprewedding, bawa keluarga bahkan orang tercinta.",negatif,"Tempat recommended untukdi kunjungi view nya indah makanan nya tak kalah enak nya .... pakai untukprewedding , bawa keluarga bahkan orang tercinta .",tempat recommended untukdi kunjung view nya indah makan nya tak kalah enak nya pakai untukprewedding bawa keluarga bahkan orang cinta
Rian Febriana,1,5/27/2024 14:27,"kenapa.. setelah saya update malah jadi sering error ya GPS saya.. padahal sebelumnya sebelum diupdate tidak adakendala.. aman"" aja.. tapi setelah diupdate malah sering hilang gps saya dansering eror..",negatif,.. update malah jadi sering error GPS .. padahal sebelumnya diupdate adakendala .. aman '' aja .. diupdate malah sering hilang gps dansering eror ..,update malah jadi sering error gps padahal belum diupdate adakendala aman aja diupdate malah sering hilang gps dansering eror
Syam earlangga,3,5/27/2024 0:08,"Maps semakin parah, semakin kesini bukan nya semakin bagus malah sering abuÂ² enggak bergerak, kadang kasih arah belok nya juga suka telat..",positif,"Maps semakin parah , semakin kesini bukan nya semakin bagus malah sering abuÂ² enggak bergerak , kadang kasih arah belok nya suka telat ..",maps makin parah makin kesini bukan nya makin bagus malah sering abu enggak gerak kadang kasih arah belok nya suka telat
Tina Tari,5,5/26/2024 18:20,"Sebelumnya bagus, berfungsi dengan baik tapi Setelah di update aplikasinya, malah mapsnya jadi kacau, update linimasanya kacau tidak berjalan sama sekali.",positif,"Sebelumnya bagus , berfungsi baik update aplikasinya , malah mapsnya jadi kacau , update linimasanya kacau berjalan sama sekali .",belum bagus fungsi baik update aplikasi malah mapsnya jadi kacau update linimasanya kacau jalan sama sekali
Putra Samhedi,1,5/26/2024 16:19,"Aplikasi ini sangat membantu, tapi sayangnya sekarang susah untukmenambahkan lokasi, terkadang tiba - tiba lokasi telah dihapus. Mohon pencerahan",negatif,"Aplikasi sangat membantu , sayangnya sekarang susah untukmenambahkan lokasi , terkadang tiba - tiba lokasi dihapus . Mohon pencerahan",aplikasi sangat bantu sayang sekarang susah untukmenambahkan lokasi terkadang tiba - tiba lokasi hapus mohon cerah
25. Umi Khulsum,5,5/26/2024 13:00,Google Maps adalah aplikasi navigasi yang luar biasa. Fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya menjadi lebih mudah danefisien. Saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan.,negatif,Google Maps aplikasi navigasi luar biasa . Fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah danefisien . sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan .,google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet
fery sujarwadi,4,5/26/2024 11:38,"Maaf untuksebelum nya.. untukkendaraan coba bisa di perbaharui untukmobil besar dankecil , soalnya adalarangan untukkendaraan besar, , di jaan tol atau jalan umum.. terimakasih",negatif,"Maaf untuksebelum nya .. untukkendaraan coba perbaharui untukmobil besar dankecil , soalnya adalarangan untukkendaraan besar , , jaan tol jalan umum .. terimakasih",maaf untuksebelum nya untukkendaraan coba baharu untukmobil besar dankecil soal adalarangan untukkendaraan besar jaan tol jalan umum terimakasih
Rona Uly Helen Cristina,5,5/26/2024 9:25,Google Maps mengalami kemajuan. Saya sangat terbantu dengan adanya fitur yang dapat melihat kapan bus akan tiba. Terimakasih.,negatif,Google Maps mengalami kemajuan . sangat terbantu adanya fitur melihat kapan bus tiba . Terimakasih .,google maps alami maju sangat bantu ada fitur lihat kapan bus tiba terimakasih
arifudin sahli,2,5/26/2024 7:37,Rekomendasi jalannya payah. Sering menunjukkan jalan yang sempit danmembuat tidak nyaman berkendara. Sebaiknya di berikan opsi untukmenghilangkan / menghindari jalan sempit.,negatif,Rekomendasi jalannya payah . Sering menunjukkan jalan sempit danmembuat nyaman berkendara . Sebaiknya berikan opsi untukmenghilangkan / menghindari jalan sempit .,rekomendasi jalan payah sering tunjuk jalan sempit danmembuat nyaman kendara baik ikan opsi untukmenghilangkan hindar jalan sempit
Jagung rebus,5,5/26/2024 2:48,"Google Maps adalah aplikasi navigasi yang luar biasa. fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya lebih mudah danefisien. Saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan. Terimakasih goggle maps, anda benar benar mengubah hidup saya menjadi lebih mudah.",negatif,"Google Maps aplikasi navigasi luar biasa . fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan lebih mudah danefisien . sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan . Terimakasih goggle maps , benar benar mengubah hidup menjadi lebih mudah .",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet terimakasih goggle maps benar benar ubah hidup jadi lebih mudah
Tom Kusuma,1,5/24/2024 23:40,Dear gmaps dangoogle tolong perbaiki mengenai jalur mobil sering terlalu kecil jalan yang dipilihkan Tidak maps untukdilalui. Mohon beri jalan yang sesuai untukmobil ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™,negatif,Dear gmaps dangoogle perbaiki mengenai jalur mobil sering terlalu kecil jalan dipilihkan maps untukdilalui . Mohon beri jalan sesuai untukmobil ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™,dear gmaps dangoogle baik kena jalur mobil sering terlalu kecil jalan pilih maps untukdilalui mohon beri jalan sesuai untukmobil
Arif Rachman Dwianto,1,5/24/2024 17:31,di update semakin berat saja jadi susah saat di pakai lama muncul panah serta melambat parah sehingga saat di pakai sangat mengganggu sekali,negatif,update semakin berat jadi susah pakai lama muncul panah melambat parah pakai sangat mengganggu sekali,update makin berat jadi susah pakai lama muncul panah lambat parah pakai sangat ganggu sekali
Si Cadel Kasep,1,5/24/2024 15:28,"Maaf bintang 1 ya, soalnya maps nya suka ngelag pas di pake, jujur suka gak jalan, malahan saya sudahdimana tapi di maps nya mengapa enggak jalan jalan, mohon di perbaiki lagi ya, soalnya ini selalu di pakai oleh saya kalau mau berpergian, terimakasih Selalu di upgrade tapi mengapa gitu terus google maps nya jelek",negatif,"Maaf bintang 1 , soalnya maps nya suka ngelag pas pake , jujur suka gak jalan , malahan sudahdimana maps nya enggak jalan jalan , mohon perbaiki , soalnya selalu pakai kalau mau berpergian , terimakasih Selalu upgrade gitu terus google maps nya jelek",maaf bintang 1 soal maps nya suka ngelag pas pake jujur suka gak jalan malah sudahdimana maps nya enggak jalan jalan mohon baik soal selalu pakai kalau mau pergi terimakasih selalu upgrade gitu terus google maps nya jelek
Nurlia Herawati,3,5/24/2024 9:10,"1. Mohon dibantu untukpenambahan fasilitas dalam aplikasi ini yakni Maps Tol Di Indonesia disesuaikan dengan Update terbaru awal 2024, karena pasti masyarakat Indonesia akan sangat tertarik jika telah tersedia update Maps terkait Tol Indonesia ... 2. Terkait update data maps tolong diperbarui terutama yang data mapsnya sudah 1 tahun lebih, agar akurasi data maps ini sangat update dansemakin baik kedepannya ...",negatif,"1 . Mohon dibantu untukpenambahan fasilitas aplikasi Maps Tol Indonesia disesuaikan Update terbaru awal 2024 , masyarakat Indonesia sangat tertarik tersedia update Maps terkait Tol Indonesia ... 2 . Terkait update data maps diperbarui terutama data mapsnya 1 tahun lebih , akurasi data maps sangat update dansemakin baik kedepannya ...",1 mohon bantu untukpenambahan fasilitas aplikasi maps tol indonesia sesuai update baru awal 2024 masyarakat indonesia sangat tarik sedia update maps kait tol indonesia 2 kait update data maps baru utama data mapsnya 1 tahun lebih akurasi data maps sangat update dansemakin baik depan
Fitra Kurniawan,1,5/23/2024 23:10,"Akhir akhir ini mapsnya tidak bergerak sama sekali, untukdriver online tidak sangat membantu untukmencari alamat seseorang",negatif,"Akhir akhir mapsnya bergerak sama sekali , untukdriver online sangat membantu untukmencari alamat seseorang",akhir akhir mapsnya gerak sama sekali untukdriver online sangat bantu untukmencari alamat orang
roedytea chanel,5,5/23/2024 21:05,"Panahnya kenapa diam terus ya enggak gerak gerak.. Padahal sudahdi update, akurasi tinggi chace sudahdi hapus. Saya kasih bintang 4 dlu.. Klo sudah normal baru saya kasih bintang 5",negatif,"Panahnya diam terus enggak gerak gerak .. Padahal sudahdi update , akurasi tinggi chace sudahdi hapus . kasih bintang 4 dlu .. Klo normal baru kasih bintang 5",panah diam terus enggak gerak gerak padahal sudahdi update akurasi tinggi chace sudahdi hapus kasih bintang 4 dlu klo normal baru kasih bintang 5
Anastasia Enjellina,1,5/23/2024 20:12,Mengapa google maps saya sekarang ini tidak bisa di pakai. Sehingga saya menjadi kesusahan untukmencari tempat tujuan.. Semoga google maps saya cepat di perbaiki,negatif,google maps sekarang pakai . menjadi kesusahan untukmencari tempat tujuan .. Semoga google maps cepat perbaiki,google maps sekarang pakai jadi susah untukmencari tempat tuju moga google maps cepat baik
SITI RAHMADANI,5,5/23/2024 15:08,"Google Maps adalah aplikasi navigasi yang luar biasa. Fitur pencarian lokasi yang akurat danpeta yang terperinci membuat perjalanan saya menjadi lebih mudah danefisien. Saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan. Terima kasih Google Maps, Anda benar benar membuat hidup saya lebih mudah!",negatif,"Google Maps aplikasi navigasi luar biasa . Fitur pencarian lokasi akurat danpeta terperinci membuat perjalanan menjadi lebih mudah danefisien . sangat menghargai fitur lalu lintas real time membantu menghindari kemacetan . Terima kasih Google Maps , benar benar membuat hidup lebih mudah !",google maps aplikasi navigasi luar biasa fitur cari lokasi akurat danpeta perinci buat jalan jadi lebih mudah danefisien sangat harga fitur lalu lintas real time bantu hindar macet terima kasih google maps benar benar buat hidup lebih mudah
Imas Masliah,5,5/21/2024 20:36,"Sangat membantu bagi yang buta arah atau yang selalu membutuhkan petunjuk jalan dantidak perlu khawatir "" ini sudah sampai mana ya?"" Karena dengan google maps semua terselesaikan. Mudah digunakan tidak ribet ditambah adafitur suara yang mengarahkan google maps top ðŸ‘ðŸ‘",negatif,Sangat membantu buta arah selalu membutuhkan petunjuk jalan dantidak perlu khawatir `` mana ? '' google maps semua terselesaikan . Mudah digunakan ribet ditambah adafitur suara mengarahkan google maps top ðŸ ‘ ðŸ ‘ ,sangat bantu buta arah selalu butuh tunjuk jalan dantidak perlu khawatir mana google maps semua selesai mudah guna ribet tambah adafitur suara arah google maps top
