userName,score,at,content
Sigit Andi,2,6/5/2024 19:45,setelah pembaruan kebijakan data linimasa disimpan di perangkat dan dicadangkan ke awan tampilan rute tersimpan jadi kacau balau akses lambat banget
maisab ramadani,1,6/5/2024 18:58,hasil penelusuran dari beberapa lokasi masih yg lama meski sering di update bentuk suatu tempat sekitar satahun sampai  thn yg lalu padahal sdh berubah bentuk bangunan dan nama beberapa bangunan jalan dan lain lain
Firman Febryan,2,6/5/2024 16:39,bug nya kusut perhentian lebih dri  titik tidak bisa klik berikutnya diarahkan ke jalur tercepat walaupun ada lagi yang lebih baik
Harangga Harmawan,5,6/5/2024 10:31,alhamdulillah aplikasi gmaps ini membantu saya dalam mencari lokasi yang sulit ditemukan sehingga mempermudah saya dalam mencari lokasi terimakasih gmaps
Fatimah DuLhamid,5,6/5/2024 8:55,untuk saya google maps ini selalu yg terbaik kemana pun saya pergi melangkah kau hadir untuk selalu jadi teman dan banyak sekali membantu sayaterimakasih google maps
Pengguna Google,3,6/5/2024 8:25,tolong navigasi nya perbaiki lagi setiap deket kenapa hilang saya pusing sebagai ojek kalau main daerah orang sering di tolak tolong perbaiki lagi
hilal budiono,2,6/4/2024 18:32,gila nih google maps lokasi awal dengan lokasi google maps tdk akurat sama sekali lokasi awal di rumah liat google maps malah lokasi berada jauh dari rumah gila emang padahal pengaturan sudah aku izin kan semua seperti lokasi akurat dan lain lain tetap aja lokasinya berbeda jauh
guntoro wp,1,6/4/2024 8:29,keterlaluan kalian sering update bukannya semakin baik malah tambah kacau bagaimana teknisi atau it kalian bekerja pekerjaan saya jadi kacau karena sistem gps pada google map tidak bekerja dengan baik
Andrew rudi,3,6/4/2024 8:28,sayang sekali update terakhir map tidak berfungsi dgn baik saat dipakai menuju ke beberapa tempat sekaligus atau really destination ikon lanjutkan muncul setelah kita sampai di tujuan tp tidak berfungsi saat mau ke tujuan selanjutnya jadi hari mengetik tujuan lagi
Panjul Fajar,2,6/4/2024 5:12,maps nya kurang bagus lambat ketika dalam perjalanan sering putus ketika berhenti lampu merah berhenti sejenak maps tidak berfungsi seperti tidak ada jaringan disuruh manual lagi
ê¹€ìˆ˜ë¹ˆ,1,6/3/2024 8:42,masa di suruh keluar tol terus masuk tol lagi tolong diperbaiki lagi sistemnya udah  minggu begini melulu aku instal ulang malah sama aja malah masuk ke jalan jauh lebih macet
Jakarta Bogor,5,6/2/2024 19:46,saya menambahkan jalan di google maps tetapi masih ditinjau terus tolong min di buatkan secepatnya untuk mempermudah orang yang membutuhkan jalan yang saya tambahkan terimakasih
intan kusumawardhani,4,6/1/2024 21:51,kadang keliru ada jalan lebih enak lebih luas lebih deket malah diputerin ga jelas pernah mau ke suatu cafe di trawas pasang maps lah kok dituntun muterin gunung jalanan naik turun sepi lewat suatu desa yg jalannya sempit keluar desa ketemu jalan besar yg lebih simpel rutenya yg biasa kita lewati walahhabis bensin
Ricofriandes Rico,4,6/1/2024 21:13,sering kali setiap digunakan maps nya berputar putar jadi banyak salah arah jalur dijalan jadinya ke tujuan yg dituju
Deja Vu,1,6/1/2024 18:00,aplikasi yg bikin frustasi walau cukup manfaat sampai ada aplikasi sejenis yg lebih baik tidak menghargai sama sekali para kontributor local guidenya update sesuai kondisi riil pada ditolak terlalu mengandalkan ai yg terbukti tolol di jaman semakin pintar anda sendirian yang semakin bodoh
Partogi Ritonga,3,6/1/2024 17:00,halo maps kalau bisa di perbaiki lagi mapsnya soalnya saya jalan masih jauh kok di suruh belok tolong di perbaiki secara efisien dan efektif agar pengguna maps ga jadi nyasar dan bingung tolong kerjasama nya
chairulanwar arul,5,6/1/2024 15:13,di update kok bukannya makin bagus malah parah kenapa maps nya enggak bisa jalan jadi kacau tolong diperbaiki kalau sudah di update masih blm bisa lagi panah maps nya saya enggak mau update lagi
diiajeng kusuma,4,6/1/2024 13:35,saya berbagi lokasi di google maps dgn suami via email tetapi kenapa kadang real time lokasi tidak bergerak baterai juga tetap dan tertulis  jam yang lalu artinya apa ya dan sy tidak bs melihat posisi suami sy sekarang dimana
Sewa Bean Bag Bali,5,6/1/2024 7:55,saya sangat terbantu dengan fitur jelajah di google maps fitur ini memudahkan saya menemukan tempat tempat baru dan menarik saya senang memberikan ulasan kepada orang orang atau tempat yang saya rekomendasikan dan google maps membuatnya sangat mudah dan menyenangkan selain itu bisnis saya juga mengalami pertumbuhan yang signifikan berkat integrasi dengan google bisnis mengelola profil bisnis langsung di google maps telah memperlancar operasional kami dan meningkatkan visibilitas bisnis
Emanuel Depthios,4,6/1/2024 7:43,koordinatnya tidak bisa disalin setelah update dan setelah klik koordinatnya maka diganti dengan nama jalan ini sangat merepotkan yang ingin menggunakan koordinat
Erica Aprilia,2,6/1/2024 2:54,dulu lancar untuk lihat hasil cek history linimasa akun orang lain di beda perangkat namun sekarang entah eror atau gimana sekarang sdh tidak bisa liat history nya apalagi sekarang di linimasa maps ada tulisan perangkat di akun ini tidak bisa di ceklis untuk salah satu perangkat saja agar riwayatnya tidak double padahal kita ada riwayat berjalan namun tidak tercatat di linimasa
067_Diana Leko,5,5/31/2024 16:37,petunjuk arah jelas dan tidak membingukan alamat yang tersedia lengkap dan titik alamat sesuai ditambah fitur suara yang tersedia sangat membantu
Yuda Duran,5,5/31/2024 11:05,google maps adalah sebuah aplikasi yang sangat bermanfaat dan inovatif dalam membantu pengguna untuk menavigasi secara efisien di berbagai lokasi di seluruh dunia aplikasi ini menawarkan fitur fitur canggih seperti arah navigasi yang akurat informasi lalu lintas real time peta satelit yang jelas serta estimasi waktu tempuh yang akurat selain itu google maps juga memungkinkan pengguna untuk menemukan tempat tempat menarik restoran toko dan layanan lainnya di sekitar mereka dengan antar
M.Bayu Agung,3,5/31/2024 11:02,saya sebagai driver gojek online sangat membutuhkan petunjuk arah tetapi sekarang kurang akurat saya selalu di beri jalan kecil yg tidak bisa di lalu kendaran bermotor terlalu memaksakan dan perlu di ralat kaji ulang lagi jalan jalan yg tidak bisa di lalui kendarana atau jalan buntu
Yoga Y,5,5/31/2024 1:26,pengalaman selama saya menggunakan gmaps ini masih belum ada keluhan apa apa meskipun terkadang saya masih belum mengerti saat diberi arahan oleh gmaps tapi secara keseluruhan untuk gmaps aplikasi yang bagus untuk menunjukan arah lokasi yang kita mau terimakasih
Muhammad Ersofyana,1,5/30/2024 12:13,assalamualaikum aplikasi setan bodoh jarak tempuhnya dekat di bikin jauh macet macet sedikit itu wajar masa jarak tinggal beberapa puluh meter dibuat putar putar dan tambah menjauh dari titik tujuan mohon kenerjanya diperbaharui wassalam
Rocky Bor,2,5/30/2024 10:21,saya ojol saya pengguna google maps untuk pekerjaan saya saya berterimakasih sekali karena google maps sangat membantu dalam pekerjaan saya namun beberapa waktu ini navigasinya sangat kacau saya di arahkan ke gang gang sempit yg padahal masih ada jalan lain yang tdk perlu masuk gang tolong di perbaiki seperti sebelumnya kami ojol jadi harus berpikir dulu apakah jalan ini bisa di lalui atau tidak
Khoiriyah Hoiriyah,1,5/29/2024 19:20,di maps nya di hp ku lokasinya sering gak nyambung lokasinya padahal sinyal sudah bagus tapi tetap saja sering error
Irfan Ahmad,1,5/29/2024 17:14,ketika saya membuka aplikasi selalu black screen sehingga saya harus ke playstore dahulu hanya untuk membuka maps tolong perbaiki bug ini
Rafika Firdani Auliya,1,5/29/2024 16:14,untuk linimasa jadi tidak bisa memilih perangkat mana yang mau di aktifkan linimasanya terus kalau  email di pakai di  hp jadinya linimasa di  hp itu terbaca semua jadi ribet banget perjalanannya krn  hp ya beda orang semua dan hasil linimasa tidak bisa di cek di komputer jadi semakin buruk kualitas linimasanya
Abang edo,1,5/29/2024 12:20,jelas yg dipilih kendaraan malah dikasih jalan sawah belumpur kubangan org lihat maps itu artinya tidak tau jalan klo salah ambil rute jangan seenaknya ikut ganti rute apalagi pilihannya kendaraan yaa tetap arahkan kejalan utama terus pilihan lebih lambat gunanya untuk apaa bedakan dong mana jalan yang bisa dilalui dengan jalan enggak layak apalagi jalan sawah bedakan maps buat navigasi dengan maps pejalan kaki jangan dijadikan satu tempat ujung nya mana rute terdekat main arahin aja
kotan kolores,3,5/29/2024 11:45,kenapa gps saya selalu rendah ya padahal sudah ganti kartu jaringan yg lebih kuat dan sudah kalibrasi berulang ulang tetap saja rendah
Spear of Longinus,1,5/28/2024 19:49,setelah update microphone jadi tidak bisa digunakan jadinya harus ngetik merepotkan ketika di downgrade microphone jadi berfungsi kembali
Ahmad Cahyadi,1,5/28/2024 18:16,sinyal hilang terus kerja apa kau sebenarnya tak becus perbaiki masalah seperti ini kalian di gaji bukan untuk malas melainkan kalian berikan pelayanan navigasi yg akurat gaji besar tetapi hasilnya buruk hp sudah ram  sinyal simpati jaringan kau inilah yg bermasalah kau tanam kabel optik panjang tp untuk pengguna motor gk sama sekali akurat jaringan hilang terus kalau sudah bagus sy akan ubah rating sy karena sy saat ini kecewa dengan navigasi yg saat ini kau perbarui tp jelek
Inrianiglorya sabneno,5,5/28/2024 16:09,sangat membantu aku untuk mengetahui jalan yang belum pernah di kunjungi sebelumnya gambar yang ada juga sangat jelas sehingga sangat mudah dalam membaca arah
M KaMiL,5,5/28/2024 10:45,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya menjadi lebih mudah
Taufik Yulianto,5,5/28/2024 7:18,google maps mantap sangat membantu saat menuju alamat yang baru pertama kali dituju terimakasih maps semoga makin akurat dalam menemukan titik tujuan dari para penggunanya yang suka nyasar itu membuktikan mereka belum familiar menggunakan google maps tidak fokus terhadap arahan yang diberikan makanya suka dicarikan jalan lain yang lebih memutar sebelum digunakan setting dulu peruntukannya r r lalu kuota internet jangan terlalu irit karena ketika kuota tipis akses internet nya lambat
siti lindayani,5,5/27/2024 19:10,tempat yg recommended untuk di kunjungi view nya indah makanan nya pun tak kalah enak nya bisa di pakai buat prewedding bawa keluarga bahkan orang tercinta
Rian Febriana,1,5/27/2024 14:27,kenapa setelah saya update malah jadi sering error ya gps saya padahal sebelumnya sebelum diupdate gk ada kendala aman aja tapi setelah diupdate malah sering hilang gps saya dan sering eror
Syam earlangga,3,5/27/2024 0:08,maps makin parah makin kesini bukan nya semakin bagus malah sering abu enggak bergerak kadang kasih arah belok nya juga suka telat
Tina Tari,5,5/26/2024 18:20,sebelumnya bagus berfungsi dengan baik tapi setelah di update aplikasinya malah mapsnya jadi kacau update linimasanya kacau tidak berjalan sama sekali
Putra Samhedi,1,5/26/2024 16:19,aplikasi ini sangat membantu tapi sayangnya sekarang susah untuk menambahkan lokasi terkadang tiba tiba lokasi telah dihapus mohon pencerahan
25. Umi Khulsum,5,5/26/2024 13:00,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya menjadi lebih mudah dan efisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan
fery sujarwadi,4,5/26/2024 11:38,maaf untuk sebelum nya untuk kendaraan coba bisa di perbaharui untuk mobil besar dan kecil soalnya ada larangan untuk kendaraan besar di jaan tol atau jalan umum terimakasih
Rona Uly Helen Cristina,5,5/26/2024 9:25,google maps mengalami kemajuan saya sangat terbantu dengan adanya fitur yang dapat melihat kapan bus akan tiba terimakasih
arifudin sahli,2,5/26/2024 7:37,rekomendasi jalannya payah sering menunjukkan jalan yang sempit dan membuat tidak nyaman berkendara sebaiknya di berikan opsi untuk menghilangkan menghindari jalan sempit
Jagung rebus,5,5/26/2024 2:48,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya lebih mudah dan efisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan terimakasih goggle maps anda benar benar mengubah hidup saya menjadi lebih mudah
Tom Kusuma,1,5/24/2024 23:40,dear gmaps dan google tolong perbaiki mengenai jalur mobil sering terlalu kecil jalan yg dipilihkan g maps untuk dilalui mohon beri jalan yang sesuai untuk mobil
Arif Rachman Dwianto,1,5/24/2024 17:31,di update makin berat saja jadi susah saat di pakai lama muncul panah serta melambat parah sehingga saat di pakai sangat mengganggu sekali
Si Cadel Kasep,1,5/24/2024 15:28,maaf bintang  ya soalnya maps nya suka ngelag pas di pake jujur suka gak jalan malahan saya udah dimana tapi di maps nya kok enggak jalan jalan mohon di perbaiki lagi ya soalnya ini selalu di pakai oleh saya kalau mau berpergian makasih selalu di upgrade tapi kok gitu terus google maps nya jelek
Nurlia Herawati,3,5/24/2024 9:10, mohon dibantu untuk penambahan fasilitas dalam aplikasi ini yakni maps tol di indonesia disesuaikan dengan update terbaru awal  karena pasti masyarakat indonesia akan sangat tertarik jika telah tersedia update maps terkait tol indonesia  terkait update data maps tolong diperbarui terutama yang data mapsnya sudah  tahun lebih agar akurasi data maps ini sangat update dan makin baik kedepannya
Fitra Kurniawan,1,5/23/2024 23:10,akhir akhir ini mapsnya tidak bergerak sama sekali untuk driver online tidak sangat membantu untuk mencari alamat seseorang
roedytea chanel,5,5/23/2024 21:05,panahnya kenapa diam terus ya enggak gerak gerak padahal udah di update akurasi tinggi chace udah di hapus saya kasih bintang  dlu klo dah normal baru saya kasih bintang 
Anastasia Enjellina,1,5/23/2024 20:12,mengapa google maps saya sekarang ini tidak bisa di pakai sehingga saya menjadi kesusahan untuk mencari tempat tujuan semoga google maps saya cepat di perbaiki
SITI RAHMADANI,5,5/23/2024 15:08,google maps adalah aplikasi navigasi yang luar biasa fitur pencarian lokasi yang akurat dan peta yang terperinci membuat perjalanan saya menjadi lebih mudah dan efisien saya juga sangat menghargai fitur lalu lintas real time yang membantu saya menghindari kemacetan terima kasih google maps anda benar benar membuat hidup saya lebih mudah
Imas Masliah,5,5/21/2024 20:36,sangat membantu bagi yang buta arah atau yang selalu membutuhkan petunjuk jalan dan tidak perlu khawatir ini sudah sampai mana ya karena dengan google maps semua terselesaikan mudah digunakan tidak ribet ditambah ada fitur suara yang mengarahkan google maps top
Pratido Rindy,4,5/20/2024 17:19,halo developer kenapa sekarang maps kalau zoom out sedikit saja view jalan utama jadi hilang coba jalan kabupaten provinsi malahan jalan desanya masih nampak jadi bikin takut kita mau zoom out buat lihat rute malahan hilang di zoom in kelihatan lagi
Susanto,5,5/20/2024 13:54,bikin sengsara maps nya tolong perbarui lagi seperti bulan bulan yang kemarin maps macam apa ini buat sengsara di jalan setiap mau jalan maps nya tidak mengikuti jalannya saya yg ada berhenti dlu setelah satu menit baru jalan lgi mapnya atau saya hapus aplikasi maps ini enggak beguna
Haji Herman,3,5/17/2024 22:04,maps salah bikin pusing ngarahin kejalan sempit padahal jalan besar ada mohon di perbaiki agar yg menggunakan maps tidak tersesat di jalan
Ade Warman,3,5/16/2024 19:42,tolong dong updatenya di tingkatin lagi saya udah lama pakai aplikasi ini makin kesini makin suka salah di maps biru pas real nya malah macet begitupun sebaliknya
Budi Ujung,4,5/8/2024 0:21,sering tidak sesuai lokasi sistem sering berubah dan error sering telat memberi petunjuk akurasi kurang maksimal tolong diperbaiki saya sering telat update kalah cepet dgn aplikasi maps yg lain terimakasih
Putra Pangeran Darah Biru,1,5/1/2024 12:43,jarak dekat di tempuh dengan rute yang jauh dan memutar waktu terbuang sangat banyak tingkat akurasi titik di maps kadang lompat ke titik sebelahnya menguras daya baterai pemakaian data internet yang banyak
Nurul Hadi,1,4/28/2024 7:32,saya sebagai driver ojol pemula di kota yg harus bergantung ke google maps sangat tidak puas setelah aplikasi google maps di update keluhannya ketika saya mau ngambil penumpang rute yg di kasih google maps selalu tidak tepat sasaran jd menurut sy harus segera diperbaiki lagi sehingga mempermudah kan kita
faldin Setiardi,1,4/24/2024 12:27,tolong perbaiki sistem dan navigasi nya sesudah update kadang saat diam dan tidak berkendara suka melesat dan lebih dari  meter kadang lebih melesat nya dan saat berkendara justru titik biru malah diam enggak bergerak sama sekali navigasi nya padahal koneksi internet bagus dan kuota saya banyak tolong perbaiki bug dan sistem navigasi nya soalnya maps ini berguna banget buat saya yang sebagai driver ojek
Ary Ramdhani,1,4/24/2024 9:06,setelah di update bukannya tambah bagus kenapa ini sebaliknya saya mohon kepada pengembang google maps tolong perbaiki navigasinya tidak sesuai dengan real time perjalanan dan saat perjalanan tidak berubah menjadi tanda panah mohon perbaiki setelah benar baru saya rubah kembali menjadi bintang  terimakasih
Arya Juliartawan,2,4/21/2024 21:28,kenapa setelah di update maps sering bermasalah ke tidak akurat untuk membaca lokasi sering terjadi kesalahan contohnya di maps tertera harus belok kiri namun google maps mengatakan belok kanan dan lokasi sebenarnya berada di posisi kanan tapi di katakan posisi kiri sering error ini sangat menyusahkan karena saya sebagai driver ojek online sangat merasakan dampak atas ke tidak stabilan maps saat ini semoga ada perbaikan untuk permasalahan ini terimakasih
Irwan Fikri,2,4/21/2024 9:26,gambar objek bangunan di suatu tempat pada mode satelit tidak update masih menampilkan gambar beberapa tahun sebelumnya kalau memang itu benar berdasarkan data citra satelit tentunya menampilkan objek pada wilayah tertentu secara realtime lebih baik lagi jika di lengkapi dengan rute jalur transportasi perairan umum antar daerah perairan dan antar pulau terimakasih
Stephanus Leon,1,4/21/2024 8:53,setiap buka aplikasi google maps di hp saya katanya koneksi tidak terhubung jelas saya online minus nya gak bisa buka apk maps doang apakah bug pada aplikasi karena abis update mohon bantuannya google maps saya terbantu dengan apk ini tolong diperbaiki secepatnya saya tersesat ini tolong bantu saya
Dedi Wirawan,1,4/19/2024 9:04,tidak update jalan jalan tinggal lurus malah di arahin muter ada jalan pintas malah di arahin yang jauh sekalinya ngarahin jalan pintas malah jalan yg cuma muat buat motor padahal udah setting kendaraan mobil sering kali ngarahin jalan yang buntu ditutup portal tiap ketempat tujuan blm sampai titiknya maps udah selesai dibilang sudah sampai entahlah google maps niatnya apa slalu mengarahkan ke jalan yg sesat
Call me Echaa,5,4/12/2024 13:54,dengan menggunakan google maps ini sangat membantu saya dalam mencari suatu tempat yang ingin saya tuju dengan menggunakan google maps saya jadi lebih mudah mencari jalan jika sedang tersesat google maps menjadi teman saya disetiap perjalanan terlebih dengan fitur fitur yang mulai terupdate dengan menakjubkan dapat membantu kita yang tidak bisa membaca maps
Salsa Sabitha,5,4/11/2024 15:38,membantu banget untuk aku yang suka nyasar mempermudah menghafal jalan dan penggunaan aplikasi juga terjamin gampang sehingga semua pemakai bisa mengerti cara kerjanya dan sampai tujuan dengan aman apikasi top
Shuchie,1,4/5/2024 14:41,maps sekarang buat emosi gak sesuai dimana posisi kita titik biru sering banget berubah menjadi abu abu dan map selalu off dgn sendirinya tolonglah diperbaiki lagi padahal udh di update tapi masih juga begitu
Herudwiabs Official,1,4/4/2024 6:54,di update malah jd buruk biasa lihat linimasa bagus bs tertera brp jarak yg sdh di lalui skrg jd ngaco malah ada garis lurus ga ikutin jalur map biasanya ga perlu di zoom buah liat titik macet ini harus di zoom dulu ke satu lokasi baru bs lihat jalur macetnya makin jelek update nya buat tidak nyaman update yg sekarang ini jelek bgt mencari alamat dengan kata kunci jalan malah disarankan atau di carikan lokasi yg jauh misal jalan ketapang di bekasi malah jalan ketapang di daerah yg jauh sekali
Firdausi Maghfiriyah02,5,4/3/2024 10:16,google maps memberikan petunjuk arah yang akurat fitur navigasi suara membantu saya dalam menemukan lokasi dengan mudah peta yang terperinci selalu update fitur pencarian yang canggih memberikan informasi lalu lintas secara real time sangat mudah dipahami fitur street view membantu saya melihat detail jalan dan bangunan sebelum saya pergi ke lokasi tsb memiliki lapisan peta yang dapat disesuaikan dengan kebutuhan saya merasa lebih aman dalam menjelajahi kota berkat bantuan google maps
Agil Ramadhan,1,3/29/2024 2:38,titik lokasi nya kadang tidak sesuai keberadaan kita diam sama lagi titik lokasi nya kalau kita pakai berkendara itu suka diam gak maju jadi bikin pusing penggunanya saat di pakai ketika perjalanan berlangsung tolong perbaiki lagi sistemnya
sigit ajah,4,3/28/2024 4:15,semenjak ada pembaharuan di playstore mapsnya jadi muter terlalu jauh tolong diperbaiki jalan yg bisa dilalui motor baik gang kecil dan yg lainnya kalau bisa mempercepat sampai ditujuan dibentuk jalurnya dgn warna biru dan kalau jalur yg dilalui ada portal ataupun gerbang yang sudah ditutup agar diperlihatkan agar tidak muter terlalu jauh dan memakan waktu yang agak lama juga pastinya itu terimakasih
In na,3,3/25/2024 9:55,sedikit saran agar lebih akurat karena banyak lokasi di gang kecil yang ada pemukiman tidak tersorot dan menyulitkan untuk mencari lokasi tersebut dan untuk pembaruan maps nanti mungkin bisa masuk ke gang kecil menggunakan motor agar lebih akurat pengambilan gambarnya dan memudahkan pengguna maps
Nova Krisnady,1,3/19/2024 23:42,icon saved list tolong dimunculkan di maps seperti dulu jangan cuma favorit rumah kantor sengaja masuk saved list biar keliatan titiknya di map jadi bisa kira kira jarak dari saved list satu ke saved list lain
Zain Almuhtadin,1,3/19/2024 4:33,setelah di perbaharui makin gk jelas ini maps sering ketinggalan sering diam enggak ada suara sering kelewatan sudah sampai tikungan atau tujuan lewat beberapa meter baru ngomong sering bilang sinyal gps hilang sering error keluar sendiri kalau cari jalan alternatif selain ngikutin maps hadeh makin enggak jelas nih aplikasi
HR. â€œHasril maratingâ€ MM,3,3/17/2024 16:08,sebenarnya sudah bagus sih tak kalah dengan maps di berbagai macam aplikasi ojol namun saran saya kalo boleh jika berpergian menggunakan google maps agar lebih mudah tambahin jalan pintas atau jalan potong untuk roda dua atau roda empat agar mengurangi perjalanan yang makan waktu tidak selalu mengikuti garis kuning jalan trans
Syari Ary,1,3/16/2024 12:28,gps dan navigasi mohon di perbaiki lagi titik biru tidak sesuai dengan lokasi dimana tempat berdiri dan selalu berubah abu sedangkan aplikasi sudah di perbarui update tapi sama saja seperti itu tolong di tingkatkan lagi dulu maps tidak seperti ini bagus bisa dapat di andalkan kemanapun pergi tapi sekarang kadang capek dengan permasalahan maps apalagi sebagai driver yang selalu mengutamakan gps navigasi
Robby Krispian,1,3/15/2024 10:16,setiap diupdate maps lebih sering abu abu kadang kadang titiknya udah warna biru tapi pas di zoom ada bulatan warna biru sering banget menelusuri gps maps suka mental kemana kemana pada saat dibawa jalan maps suka ketinggalan dan sering jalan lebih dulu sehingga membuat saya bingung menggunakannya repot kalo ngojek soalnya udah sinkronisasi
Dena Zai,1,3/12/2024 22:04,minta tolong maps nya diperbaiki lagi ini saya sering nyasar karena mapsnya ketinggalan terus dan mapsnya kadang jalan sendiri padahal saya belum jalan dan lokasi saya juga tidak di baca dengan akurat tanda birunya pindah pindah terus
Tude Chanel,5,3/5/2024 4:34,kenapa google maps sy sering ada gangguan atau kalau dipakai tanda panah penunjuk jalannya sering macet tdk jalan sehingga sangat sulit mencari alamat atau tdk membantu padahal pada waktu penggunaan pertama br beli hp atau pertama penggunaan google maps nya sangat bagus dan akurat tlg dicek ya soalnya sy berprofesi driver tambahan kalau bisa kembalikan cara kerja google maps nya seperti dulu dimana tanda panah atau tanda titik merah tsb bisa bergerak secara otomatis seperti dulu
Darto Medon,1,3/3/2024 20:06,google maps yang terbaru sangat sangat jelek jadi kalau kita pakai google asistenbicara arahkan ke jakarta dia nggak langsung menuju ke arah tujuan malah dia ke maps dulu harus kita tekan maps nya baru kita tekan mulai sangat sangat ribet tidak praktis padahal maps yang kemarin itu sangat sangat bagus banget kita tinggal bicara dia udah menuju arahkan yang kita tuju nggak perlu menuju ke maps dulu terus tekan dulu ah ribet banget apalagi sambil mengemudi kembalikan seperti dulu maps nya
joko agung,1,3/3/2024 6:21,kenapa sekarang tanda yang saya simpan menjadi hilang sekarang saya tidak bisa menyimpan tanda disuatu tempat dimanapun itu tanda bendera hijau tanda hati semua hilang semakin sulit saya menggunakan google maps bahkan untuk menbaca jalan pun jadi susah karena tampilan berubah tidak seperti dulu lagi pokoknya saya sangat kecewa dengan perubahan google maps
Aroel Syahrul,5,2/25/2024 0:33,terimakasih sudah mempermudah perjalanan kendala update semakin histori lokasi tdk berjalan walau berpindah lokasi titik biru selalu abu walau sdh di setting perizinan nya melesat kemana mana sehingga tdk terbaca sistem aplikasi yang memerlukan apk map total jarak tempuh perjalanan tidak tampil sprt nya developer sadar akan hal ini tapi kenapa diam saja ya utk apa ada penilaian bintang tujuan nya utk acuan perubahan yg lebih baik tapi kenyataan nya berbeda
